Dpto;Municipio;desagregacionCultivo;Cultivo;cicloDelCultivo;grupoCultivo;Subgrupo;Anio;Periodo;areaSembradaHa;areaCosechadaHa;produccionTon;rendimientoTonHa;nombreCientificoCultivo;estadoFisicoCultivo
Cundinamarca;Carmen de Carupa;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;8.0;8.0;160.0;20.0;Allium cepa;En fresco
Cundinamarca;Carmen de Carupa;Lechuga;Lechuga;Transitorio;Hortalizas;Hortalizas de Hoja;2019;A;1.0;1.0;8.0;8.0;Lactuca sativa;En fresco
Cundinamarca;Carmen de Carupa;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;1.0;1.0;10.0;10.0;Arracacia xanthorrhiza;En fresco
Cundinamarca;Carmen de Carupa;Nabo;Nabo;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;3.0;3.0;18.0;6.0;Tropaeolum tuberosum;En fresco
Cundinamarca;Carmen de Carupa;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;600.0;600.0;12000.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Carmen de Carupa;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;30.0;30.0;600.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Carmen de Carupa;Cebada;Cebada;Transitorio;Cereales;Cereales;2019;B;10.0;10.0;30.0;3.0;Hordeum vulgare;En fresco
Cundinamarca;Carmen de Carupa;Quinua;Quinua;Transitorio;Cereales;Cereales;2019;B;7.0;7.0;14.0;2.0;Chenopodium quinoa;En fresco
Cundinamarca;Carmen de Carupa;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;8.0;8.0;160.0;20.0;Allium cepa;En fresco
Cundinamarca;Carmen de Carupa;Lechuga;Lechuga;Transitorio;Hortalizas;Hortalizas de Hoja;2019;B;1.0;1.0;8.0;8.0;Lactuca sativa;En fresco
Cundinamarca;Carmen de Carupa;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;1.0;1.0;10.0;10.0;Arracacia xanthorrhiza;En fresco
Cundinamarca;Carmen de Carupa;Nabo;Nabo;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;3.0;3.0;18.0;6.0;Tropaeolum tuberosum;En fresco
Cundinamarca;Carmen de Carupa;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;600.0;600.0;12000.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Carmen de Carupa;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;30.0;30.0;600.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Chaguaní;Banano consumo interno;Banano;Permanente;Frutales;Demas frutales;2019;C;39.0;39.0;144.0;3.69;Musa cavendishii;En fresco
Cundinamarca;Chaguaní;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2019;C;823.0;793.0;3965.0;5.0;Musa paradisiaca L.;En fresco
Cundinamarca;Chaguaní;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;A;7.0;7.0;5.6;0.8;Zea mays;En fresco
Cundinamarca;Chaguaní;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;8.0;6.0;42.0;7.0;Manihot esculenta;En fresco
Cundinamarca;Chaguaní;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;B;20.0;20.0;14.0;0.7;Zea mays;En fresco
Cundinamarca;Chaguaní;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;7.0;5.0;35.0;7.0;Manihot esculenta;En fresco
Cundinamarca;Chía;Plantas Aromáticas;Plantas Aromáticas;Transitorio;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;2019;C;6.0;5.5;82.5;15.0;No aplica;En fresco
Cundinamarca;Chía;Ciruela;Ciruela;Permanente;Frutales;Caducifolios;2019;C;3.0;2.9;29.0;10.0;Prunus domestica L.;En fresco
Cundinamarca;Chía;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2019;C;2.0;1.5;10.5;7.0;Prunus persica L.;En fresco
Cundinamarca;Chía;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2019;C;3.0;2.6;20.8;8.0;Feijoa sellowiana berg.;En fresco
Cundinamarca;Chía;Mora;Mora;Permanente;Frutales;Demas frutales;2019;C;5.0;4.0;40.0;10.0;Morus ssp;En fresco
Cundinamarca;Chía;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2019;C;6.0;5.0;30.0;6.0;Solanum betaceum;En fresco
Cundinamarca;Chía;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;A;50.0;50.0;85.0;1.7;Zea mays;En fresco
Cundinamarca;Chía;Acelga;Acelga;Transitorio;Hortalizas;Hortalizas de Hoja;2019;A;10.0;10.0;250.0;25.0;Beta vulgaris var. cicla;En fresco
Cundinamarca;Chía;Brócoli;Brócoli;Transitorio;Hortalizas;Hortalizas de Flor;2019;A;9.0;9.0;72.0;8.0;Brassica oleracea var. botrytis;En fresco
Cundinamarca;Chía;Cilantro;Cilantro;Transitorio;Hortalizas;Hortalizas de Hoja;2019;A;10.0;10.0;70.0;7.0;Coriandrum sativum;En fresco
Cundinamarca;Chía;Coliflor;Coliflor;Transitorio;Hortalizas;Hortalizas de Flor;2019;A;8.0;8.0;120.0;15.0;Brassica oleracea var. botrytis;En fresco
Cundinamarca;Chía;Espinaca;Espinaca;Transitorio;Hortalizas;Hortalizas de Hoja;2019;A;15.0;15.0;300.0;20.0;Spinacia oleracea;En fresco
Cundinamarca;Chía;Lechuga;Lechuga;Transitorio;Hortalizas;Hortalizas de Hoja;2019;A;10.0;10.0;200.0;20.0;Lactuca sativa;En fresco
Cundinamarca;Chía;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;70.0;70.0;1050.0;15.0;Solanum tuberosum;En fresco
Cundinamarca;Chía;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;B;20.0;20.0;34.0;1.7;Zea mays;En fresco
Cundinamarca;Chía;Acelga;Acelga;Transitorio;Hortalizas;Hortalizas de Hoja;2019;B;10.0;10.0;250.0;25.0;Beta vulgaris var. cicla;En fresco
Cundinamarca;Chía;Brócoli;Brócoli;Transitorio;Hortalizas;Hortalizas de Flor;2019;B;9.0;9.0;72.0;8.0;Brassica oleracea var. botrytis;En fresco
Cundinamarca;Chía;Cilantro;Cilantro;Transitorio;Hortalizas;Hortalizas de Hoja;2019;B;10.0;10.0;70.0;7.0;Coriandrum sativum;En fresco
Cundinamarca;Chía;Coliflor;Coliflor;Transitorio;Hortalizas;Hortalizas de Flor;2019;B;8.0;8.0;120.0;15.0;Brassica oleracea var. botrytis;En fresco
Cundinamarca;Chía;Espinaca;Espinaca;Transitorio;Hortalizas;Hortalizas de Hoja;2019;B;15.0;15.0;300.0;20.0;Spinacia oleracea;En fresco
Cundinamarca;Chía;Lechuga;Lechuga;Transitorio;Hortalizas;Hortalizas de Hoja;2019;B;10.0;10.0;200.0;20.0;Lactuca sativa;En fresco
Cundinamarca;Chía;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;30.0;30.0;450.0;15.0;Solanum tuberosum;En fresco
Cundinamarca;Chipaque;Plantas Aromáticas;Plantas Aromáticas;Transitorio;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;2019;C;45.0;45.0;450.0;10.0;No aplica;En fresco
Cundinamarca;Chipaque;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2019;C;8.0;7.0;105.0;15.0;Solanum betaceum;En fresco
Cundinamarca;Chipaque;Plantas Aromáticas;Plantas Aromáticas;Transitorio;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;2019;A;31.0;31.0;155.0;5.0;No aplica;En fresco
Cundinamarca;Chipaque;Calabacín, Calabaza;Calabacín, Calabaza;Transitorio;Hortalizas;Hortalizas de Futo;2019;A;5.0;5.0;25.0;5.0;Cucurbita pepo;En fresco
Cundinamarca;Chipaque;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;40.0;40.0;400.0;10.0;Allium cepa;En fresco
Cundinamarca;Chipaque;Cilantro;Cilantro;Transitorio;Hortalizas;Hortalizas de Hoja;2019;A;30.0;28.0;210.0;7.5;Coriandrum sativum;En fresco
Cundinamarca;Chipaque;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;35.0;35.0;385.0;11.0;Solanum tuberosum;En fresco
Cundinamarca;Chipaque;Plantas Aromáticas;Plantas Aromáticas;Transitorio;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;2019;B;19.0;19.0;108.3;5.7;No aplica;En fresco
Cundinamarca;Chipaque;Calabacín, Calabaza;Calabacín, Calabaza;Transitorio;Hortalizas;Hortalizas de Futo;2019;B;3.0;3.0;15.0;5.0;Cucurbita pepo;En fresco
Cundinamarca;Chipaque;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;10.0;10.0;220.0;22.0;Daucus carota;En fresco
Cundinamarca;Chipaque;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;26.0;26.0;468.0;18.0;Solanum tuberosum;En fresco
Cundinamarca;Choachí;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2019;C;10.0;0.0;0.0;0.0;Persea americana;En fresco
Cundinamarca;Choachí;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2019;C;5.0;5.0;150.0;30.0;Prunus persica L.;En fresco
Cundinamarca;Choachí;Mora;Mora;Permanente;Frutales;Demas frutales;2019;C;5.0;5.0;75.0;15.0;Morus ssp;En fresco
Cundinamarca;Choachí;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2019;C;30.0;30.0;750.0;25.0;Solanum betaceum;En fresco
Cundinamarca;Choachí;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;A;20.0;20.0;10.0;0.5;Zea mays;En fresco
Cundinamarca;Choachí;Ahuyama;Ahuyama;Transitorio;Hortalizas;Hortalizas de Futo;2019;A;5.0;5.0;40.0;8.0;Cucurbita maxima;En fresco
Cundinamarca;Choachí;Calabacín, Calabaza;Calabacín, Calabaza;Transitorio;Hortalizas;Hortalizas de Futo;2019;A;5.0;5.0;35.0;7.0;Cucurbita pepo;En fresco
Cundinamarca;Choachí;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;20.0;15.0;75.0;5.0;Allium cepa;En fresco
Cundinamarca;Choachí;Pepino Guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de Futo;2019;A;6.0;6.0;36.0;6.0;Cyclanthera pedata;En fresco
Cundinamarca;Choachí;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2019;A;5.0;5.0;600.0;120.0;Lycopersicon esculentum;En fresco
Cundinamarca;Choachí;Habichuela;Habichuela;Transitorio;Leguminosas;Leguminosas;2019;A;7.0;5.0;30.0;6.0;Phaseolus vulgaris;En fresco
Cundinamarca;Choachí;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;18.0;18.0;360.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Choachí;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;15.0;15.0;120.0;8.0;Solanum tuberosum;En fresco
Cundinamarca;Choachí;Ahuyama;Ahuyama;Transitorio;Hortalizas;Hortalizas de Futo;2019;B;10.0;10.0;180.0;18.0;Cucurbita maxima;En fresco
Cundinamarca;Choachí;Calabacín, Calabaza;Calabacín, Calabaza;Transitorio;Hortalizas;Hortalizas de Futo;2019;B;8.0;8.0;56.0;7.0;Cucurbita pepo;En fresco
Cundinamarca;Choachí;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;25.0;25.0;300.0;12.0;Allium cepa;En fresco
Cundinamarca;Choachí;Pepino Guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de Futo;2019;B;10.0;10.0;120.0;12.0;Cyclanthera pedata;En fresco
Cundinamarca;Choachí;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2019;B;8.5;8.5;935.0;110.0;Lycopersicon esculentum;En fresco
Cundinamarca;Choachí;Habichuela;Habichuela;Transitorio;Leguminosas;Leguminosas;2019;B;20.0;20.0;260.0;13.0;Phaseolus vulgaris;En fresco
Cundinamarca;Choachí;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;25.0;25.0;300.0;12.0;Solanum tuberosum;En fresco
Cundinamarca;Choachí;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;80.0;80.0;1040.0;13.0;Solanum tuberosum;En fresco
Cundinamarca;Chocontá;Agraz - Mortiño;Agraz - Mortiño;Permanente;Frutales;Demas frutales;2019;C;10.0;8.0;104.0;13.0;Vaccinium meridionale;En fresco
Cundinamarca;Chocontá;Fresa;Fresa;Permanente;Frutales;Demas frutales;2019;C;169.5;133.5;7721.0;57.84;Fragaria vesca;En fresco
Cundinamarca;Chocontá;Avena;Avena;Transitorio;Cereales;Cereales;2019;A;550.0;550.0;2475.0;4.5;Avena sativa;En fresco
Cundinamarca;Chocontá;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;30.0;24.0;600.0;25.0;Daucus carota;En fresco
Cundinamarca;Chocontá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;2149.0;2019.0;60570.0;30.0;Solanum tuberosum;En fresco
Cundinamarca;Chocontá;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;150.0;143.0;1859.0;13.0;Solanum tuberosum;En fresco
Cundinamarca;Chocontá;Avena;Avena;Transitorio;Cereales;Cereales;2019;B;535.0;528.0;2217.6;4.2;Avena sativa;En fresco
Cundinamarca;Chocontá;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;10.0;9.0;252.0;28.0;Daucus carota;En fresco
Cundinamarca;Chocontá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;2642.0;2560.0;76800.0;30.0;Solanum tuberosum;En fresco
Cundinamarca;Chocontá;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;154.0;147.0;2352.0;16.0;Solanum tuberosum;En fresco
Cundinamarca;Cogua;Arándano;Arándano;Permanente;Frutales;Demas frutales;2019;C;3.0;0.0;0.0;0.0;Vaccinium corymbosum;En fresco
Cundinamarca;Cogua;Fresa;Fresa;Permanente;Frutales;Demas frutales;2019;C;15.0;12.0;720.0;60.0;Fragaria vesca;En fresco
Cundinamarca;Cogua;Mora;Mora;Permanente;Frutales;Demas frutales;2019;C;3.0;3.0;30.0;10.0;Morus ssp;En fresco
Cundinamarca;Cogua;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2019;C;3.0;3.0;72.0;24.0;Physalis peruviana L.;En fresco
Cundinamarca;Cogua;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;7.0;6.5;162.5;25.0;Daucus carota;En fresco
Cundinamarca;Cogua;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2019;A;26.0;25.0;200.0;8.0;No aplica;En fresco
Cundinamarca;Cogua;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;440.0;408.0;7344.0;18.0;Solanum tuberosum;En fresco
Cundinamarca;Cogua;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;7.0;6.5;162.5;25.0;Daucus carota;En fresco
Cundinamarca;Cogua;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2019;B;26.0;25.0;200.0;8.0;No aplica;En fresco
Cundinamarca;Cogua;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;405.0;396.0;7128.0;18.0;Solanum tuberosum;En fresco
Cundinamarca;Cota;Fresa;Fresa;Permanente;Frutales;Demas frutales;2019;C;0.0;0.0;0.0;0.0;Fragaria vesca;En fresco
Cundinamarca;Cota;Maíz Tecnificado;Maíz;Transitorio;Cereales;Cereales;2019;A;74.0;74.0;592.0;8.0;Zea mays;En fresco
Cundinamarca;Cota;Perejil;Perejil;Transitorio;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Condimentos;2019;A;18.0;18.0;216.0;12.0;Petroselinum crispum;En fresco
Cundinamarca;Cota;Acelga;Acelga;Transitorio;Hortalizas;Hortalizas de Hoja;2019;A;6.0;6.0;120.0;20.0;Beta vulgaris var. cicla;En fresco
Cundinamarca;Cota;Brócoli;Brócoli;Transitorio;Hortalizas;Hortalizas de Flor;2019;A;4.0;4.0;80.0;20.0;Brassica oleracea var. botrytis;En fresco
Cundinamarca;Cota;Cilantro;Cilantro;Transitorio;Hortalizas;Hortalizas de Hoja;2019;A;48.0;48.0;528.0;11.0;Coriandrum sativum;En fresco
Cundinamarca;Cota;Coliflor;Coliflor;Transitorio;Hortalizas;Hortalizas de Flor;2019;A;5.0;5.0;120.0;24.0;Brassica oleracea var. botrytis;En fresco
Cundinamarca;Cota;Espinaca;Espinaca;Transitorio;Hortalizas;Hortalizas de Hoja;2019;A;116.1;95.1;1902.0;20.0;Spinacia oleracea;En fresco
Cundinamarca;Cota;Lechuga;Lechuga;Transitorio;Hortalizas;Hortalizas de Hoja;2019;A;12.1;12.1;350.9;29.0;Lactuca sativa;En fresco
Cundinamarca;Cota;Rábano;Rábano;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;7.0;7.0;140.0;20.0;Raphanus sativus;En fresco
Cundinamarca;Cota;Remolacha;Remolacha;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;2.25;2.25;112.5;50.0;Beta vulgaris;En fresco
Cundinamarca;Cota;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;11.3;11.0;308.0;28.0;Daucus carota;En fresco
Cundinamarca;Cota;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;70.0;70.0;1820.0;26.0;Solanum tuberosum;En fresco
Cundinamarca;Cota;Maíz Tecnificado;Maíz;Transitorio;Cereales;Cereales;2019;B;74.0;19.5;156.0;8.0;Zea mays;En fresco
Cundinamarca;Cota;Perejil;Perejil;Transitorio;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Condimentos;2019;B;21.0;17.6;211.2;12.0;Petroselinum crispum;En fresco
Cundinamarca;Cota;Acelga;Acelga;Transitorio;Hortalizas;Hortalizas de Hoja;2019;B;7.0;6.9;138.0;20.0;Beta vulgaris var. cicla;En fresco
Cundinamarca;Cota;Brócoli;Brócoli;Transitorio;Hortalizas;Hortalizas de Flor;2019;B;4.0;3.9;78.0;20.0;Brassica oleracea var. botrytis;En fresco
Cundinamarca;Cota;Cilantro;Cilantro;Transitorio;Hortalizas;Hortalizas de Hoja;2019;B;58.8;58.0;638.0;11.0;Coriandrum sativum;En fresco
Cundinamarca;Cota;Coliflor;Coliflor;Transitorio;Hortalizas;Hortalizas de Flor;2019;B;3.0;2.94;70.56;24.0;Brassica oleracea var. botrytis;En fresco
Cundinamarca;Cota;Espinaca;Espinaca;Transitorio;Hortalizas;Hortalizas de Hoja;2019;B;116.2;116.1;2322.0;20.0;Spinacia oleracea;En fresco
Cundinamarca;Cota;Lechuga;Lechuga;Transitorio;Hortalizas;Hortalizas de Hoja;2019;B;15.0;15.0;435.0;29.0;Lactuca sativa;En fresco
Cundinamarca;Cota;Rábano;Rábano;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;6.0;5.9;165.2;28.0;Raphanus sativus;En fresco
Cundinamarca;Cota;Remolacha;Remolacha;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;2.0;1.96;98.0;50.0;Beta vulgaris;En fresco
Cundinamarca;Cota;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;11.0;10.8;302.4;28.0;Daucus carota;En fresco
Cundinamarca;Cota;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;70.0;69.5;1807.0;26.0;Solanum tuberosum;En fresco
Cundinamarca;Cucunubá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;120.0;120.0;2400.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Cucunubá;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;10.0;10.0;150.0;15.0;Solanum tuberosum;En fresco
Cundinamarca;Cucunubá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;160.0;160.0;3200.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Cucunubá;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;20.0;20.0;300.0;15.0;Solanum tuberosum;En fresco
Cundinamarca;El Colegio;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2019;C;25.0;23.0;230.0;10.0;Persea americana;En fresco
Cundinamarca;El Colegio;Banano consumo interno;Banano;Permanente;Frutales;Demas frutales;2019;C;403.0;403.0;4030.0;10.0;Musa cavendishii;En fresco
Cundinamarca;El Colegio;Mandarina demás variedades;Mandarina;Permanente;Frutales;Cítricos;2019;C;104.0;103.0;1545.0;15.0;Citrus reticulata;En fresco
Cundinamarca;El Colegio;Mango demás variedades;Mango;Permanente;Frutales;Demas frutales;2019;C;977.0;974.0;9740.0;10.0;Mangifera indica L;En fresco
Cundinamarca;El Colegio;Mora;Mora;Permanente;Frutales;Demas frutales;2019;C;312.0;312.0;2496.0;8.0;Morus ssp;En fresco
Cundinamarca;El Colegio;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2019;C;99.0;96.0;960.0;10.0;Citrus sinensis L. OSBECK;En fresco
Cundinamarca;El Colegio;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2019;C;235.0;235.0;1880.0;8.0;Musa paradisiaca L.;En fresco
Cundinamarca;El Colegio;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;A;16.0;16.0;48.0;3.0;Zea mays;En fresco
Cundinamarca;El Colegio;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;5.0;3.0;15.0;5.0;Manihot esculenta;En fresco
Cundinamarca;El Colegio;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;B;20.0;20.0;16.78;0.84;Zea mays;En fresco
Cundinamarca;El Colegio;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;5.0;3.0;18.0;6.0;Manihot esculenta;En fresco
Cundinamarca;El Peñón;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2019;C;19.0;12.0;60.0;5.0;Persea americana;En fresco
Cundinamarca;El Peñón;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2019;C;381.0;381.0;1714.5;4.5;Citrus sinensis L. OSBECK;En fresco
Cundinamarca;El Peñón;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2019;C;61.0;49.0;280.0;5.71;Musa paradisiaca L.;En fresco
Cundinamarca;El Peñón;Otros cítricos;Otros cítricos;Permanente;Frutales;Cítricos;2019;C;96.0;70.0;420.0;6.0;No aplica;En fresco
Cundinamarca;El Peñón;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;A;20.0;20.0;30.0;1.5;Zea mays;En fresco
Cundinamarca;El Peñón;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;150.0;150.0;150.0;1.0;Manihot esculenta;En fresco
Cundinamarca;El Peñón;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;B;30.0;30.0;45.0;1.5;Zea mays;En fresco
Cundinamarca;El Rosal;Fresa;Fresa;Permanente;Frutales;Demas frutales;2019;C;25.0;24.0;480.0;20.0;Fragaria vesca;En fresco
Cundinamarca;El Rosal;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;A;160.0;160.0;402.71;2.52;Zea mays;En fresco
Cundinamarca;El Rosal;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;A;132.0;132.0;5544.0;42.0;Daucus carota;En fresco
Cundinamarca;El Rosal;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;410.0;410.0;9840.0;24.0;Solanum tuberosum;En fresco
Cundinamarca;El Rosal;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;290.0;290.0;5220.0;18.0;Solanum tuberosum;En fresco
Cundinamarca;El Rosal;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;B;155.0;153.0;406.63;2.66;Zea mays;En fresco
Cundinamarca;El Rosal;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;131.0;130.0;5460.0;42.0;Daucus carota;En fresco
Cundinamarca;El Rosal;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;420.0;419.0;10056.0;24.0;Solanum tuberosum;En fresco
Cundinamarca;El Rosal;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;278.0;276.0;4692.0;17.0;Solanum tuberosum;En fresco
Cundinamarca;Facatativá;Plantas Aromáticas;Plantas Aromáticas;Transitorio;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;2019;C;9.1;0.0;0.0;0.0;No aplica;En fresco
Cundinamarca;Facatativá;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2019;C;6.0;6.0;66.0;11.0;Prunus persica L.;En fresco
Cundinamarca;Facatativá;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2019;C;6.0;4.0;24.0;6.0;Feijoa sellowiana berg.;En fresco
Cundinamarca;Facatativá;Fresa;Fresa;Permanente;Frutales;Demas frutales;2019;C;324.0;155.0;8060.0;52.0;Fragaria vesca;En fresco
Cundinamarca;Facatativá;Mora;Mora;Permanente;Frutales;Demas frutales;2019;C;3.0;2.0;10.0;5.0;Morus ssp;En fresco
Cundinamarca;Facatativá;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2019;C;24.0;10.0;170.0;17.0;Solanum betaceum;En fresco
Cundinamarca;Facatativá;Cebada;Cebada;Transitorio;Cereales;Cereales;2019;A;48.0;48.0;163.2;3.4;Hordeum vulgare;En fresco
