Dpto;Municipio;desagregacionCultivo;Cultivo;cicloDelCultivo;grupoCultivo;Subgrupo;Anio;Periodo;areaSembradaHa;areaCosechadaHa;produccionTon;rendimientoTonHa;nombreCientificoCultivo;estadoFisicoCultivo
Cundinamarca;Suesca;Mora;Mora;Permanente;Frutales;Demas frutales;2021;C;4.0;2.0;20.0;10.0;Morus ssp;En fresco
Cundinamarca;Suesca;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;A;12.0;11.0;33.0;3.0;Hordeum vulgare;En fresco
Cundinamarca;Suesca;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;1.0;1.0;50.0;50.0;Lycopersicon esculentum;En fresco
Cundinamarca;Suesca;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;730.0;710.0;14200.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Suesca;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;7.0;7.0;140.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Suesca;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;B;30.0;30.0;90.0;3.0;Hordeum vulgare;En fresco
Cundinamarca;Suesca;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;1.0;1.0;60.0;60.0;Lycopersicon esculentum;En fresco
Cundinamarca;Suesca;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;1000.0;1000.0;20000.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Suesca;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;8.0;8.0;160.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Supatá;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2021;C;50.5;49.5;209.88;4.24;Persea americana;En fresco
Cundinamarca;Supatá;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2021;C;97.0;93.0;744.93;8.01;Citrus sinensis L. OSBECK;En fresco
Cundinamarca;Supatá;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2021;C;191.0;191.0;765.91;4.01;Musa paradisiaca L.;En fresco
Cundinamarca;Supatá;Cebolla De Rama;Cebolla De Rama;Transitorio;Hortalizas;Hortalizas de Tallo;2021;A;3.0;3.0;61.0;20.33;Allium fistulosum;En fresco
Cundinamarca;Supatá;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;8.0;5.0;255.0;51.0;Lycopersicon esculentum;En fresco
Cundinamarca;Supatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;A;4.0;4.0;91.0;22.75;No aplica;En fresco
Cundinamarca;Supatá;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;1.0;1.0;41.0;41.0;Lycopersicon esculentum;En fresco
Cundinamarca;Supatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;B;2.0;2.0;39.0;19.5;No aplica;En fresco
Cundinamarca;Susa;Fresa;Fresa;Permanente;Frutales;Demas frutales;2021;C;10.0;10.0;500.0;50.0;Fragaria vesca;En fresco
Cundinamarca;Susa;Trigo;Trigo;Transitorio;Cereales;Cereales;2021;A;8.0;3.0;3.0;1.0;Triticum aestivum;En fresco
Cundinamarca;Susa;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;14.0;14.0;400.0;28.57;Allium cepa;En fresco
Cundinamarca;Susa;Cebolla De Rama;Cebolla De Rama;Transitorio;Hortalizas;Hortalizas de Tallo;2021;A;16.0;15.0;60.0;4.0;Allium fistulosum;En fresco
Cundinamarca;Susa;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;18.0;18.0;1170.0;65.0;Lycopersicon esculentum;En fresco
Cundinamarca;Susa;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;150.0;149.0;3060.0;20.54;Solanum tuberosum;En fresco
Cundinamarca;Susa;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;20.0;19.0;304.0;16.0;Solanum tuberosum;En fresco
Cundinamarca;Susa;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;18.0;17.0;346.0;20.35;Allium cepa;En fresco
Cundinamarca;Susa;Cebolla De Rama;Cebolla De Rama;Transitorio;Hortalizas;Hortalizas de Tallo;2021;B;15.0;15.0;500.0;33.33;Allium fistulosum;En fresco
Cundinamarca;Susa;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;14.0;14.0;840.0;60.0;Lycopersicon esculentum;En fresco
Cundinamarca;Susa;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;415.0;415.0;8000.0;19.28;Solanum tuberosum;En fresco
Cundinamarca;Susa;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;40.0;40.0;620.0;15.5;Solanum tuberosum;En fresco
Cundinamarca;Sutatausa;Arándano;Arándano;Permanente;Frutales;Demas frutales;2021;C;3.0;2.5;15.0;6.0;Vaccinium corymbosum;En fresco
Cundinamarca;Sutatausa;Avena;Avena;Transitorio;Cereales;Cereales;2021;A;14.0;13.0;58.5;4.5;Avena sativa;En fresco
Cundinamarca;Sutatausa;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;98.0;90.0;1701.0;18.9;Solanum tuberosum;En fresco
Cundinamarca;Sutatausa;Avena;Avena;Transitorio;Cereales;Cereales;2021;B;17.0;16.0;72.0;4.5;Avena sativa;En fresco
Cundinamarca;Sutatausa;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;120.0;110.0;2255.0;20.5;Solanum tuberosum;En fresco
Cundinamarca;Tabio;Plantas Aromáticas;Plantas Aromáticas;Transitorio;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;2021;C;8.0;8.0;7.04;0.88;No aplica;En fresco
Cundinamarca;Tabio;Fresa;Fresa;Permanente;Frutales;Demas frutales;2021;C;8.0;8.0;155.04;19.38;Fragaria vesca;En fresco
Cundinamarca;Tabio;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;3.0;3.0;8.01;2.67;Solanum betaceum;En fresco
Cundinamarca;Tabio;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;2.0;2.0;114.0;57.0;Lycopersicon esculentum;En fresco
Cundinamarca;Tabio;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;41.0;39.0;858.0;22.0;Daucus carota;En fresco
Cundinamarca;Tabio;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;A;43.0;37.0;111.0;3.0;No aplica;En fresco
Cundinamarca;Tabio;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;95.0;87.0;1392.0;16.0;Solanum tuberosum;En fresco
Cundinamarca;Tabio;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;9.0;8.0;216.0;27.0;Solanum tuberosum;En fresco
Cundinamarca;Tabio;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;2.5;2.0;122.0;61.0;Lycopersicon esculentum;En fresco
Cundinamarca;Tabio;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;38.0;36.0;1330.0;36.94;Daucus carota;En fresco
Cundinamarca;Tabio;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;B;37.0;35.0;105.0;3.0;No aplica;En fresco
Cundinamarca;Tabio;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;85.0;80.0;2050.0;25.62;Solanum tuberosum;En fresco
Cundinamarca;Tabio;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;8.0;6.5;124.0;19.08;Solanum tuberosum;En fresco
Cundinamarca;Tausa;Arándano;Arándano;Permanente;Frutales;Demas frutales;2021;C;81.0;0.0;0.0;0.0;Vaccinium corymbosum;En fresco
Cundinamarca;Tausa;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;167.0;162.0;4860.0;30.0;Daucus carota;En fresco
Cundinamarca;Tausa;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;9026.0;8975.0;145395.0;16.2;Solanum tuberosum;En fresco
Cundinamarca;Tausa;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;99.5;96.0;1392.0;14.5;Solanum tuberosum;En fresco
Cundinamarca;Tausa;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;172.0;169.0;8450.0;50.0;Daucus carota;En fresco
Cundinamarca;Tausa;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;7590.0;7440.0;133920.0;18.0;Solanum tuberosum;En fresco
Cundinamarca;Tausa;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;95.0;92.0;1288.0;14.0;Solanum tuberosum;En fresco
Cundinamarca;Tena;Albahaca;Albahaca;Permanente;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Aromáticas;2021;C;18.5;18.5;64.75;3.5;Ocimun basilicum L.;En fresco
Cundinamarca;Tena;Limonaria;Limonaria;Permanente;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Aromáticas;2021;C;20.5;20.5;75.85;3.7;Cymbopogon citratus Stapf;En fresco
Cundinamarca;Tena;Aguacate Papelillo;Aguacate;Permanente;Frutales;Demas frutales;2021;C;44.2;44.2;176.8;4.0;Persea americana mill;En fresco
Cundinamarca;Tena;Lulo;Lulo;Permanente;Frutales;Solanáceas;2021;C;1.9;1.9;13.3;7.0;Solanum quitoense Lam;En fresco
Cundinamarca;Tena;Mandarina Arrayana y/o Oneco;Mandarina;Permanente;Frutales;Cítricos;2021;C;160.9;160.9;965.4;6.0;Citrus reticulata;En fresco
Cundinamarca;Tena;Mango Kent, Keitt, Hilacha o Nam Doc;Mango;Permanente;Frutales;Demas frutales;2021;C;17.0;17.0;119.0;7.0;Mangifera indica L;En fresco
Cundinamarca;Tena;Maracuyá;Maracuyá;Permanente;Frutales;Pasifloráceas;2021;C;14.4;14.4;129.6;9.0;Passiflora edulis;En fresco
Cundinamarca;Tena;Tangelo;Tangelo;Permanente;Frutales;Cítricos;2021;C;48.0;48.0;384.0;8.0;Citrus × tangelo;En fresco
Cundinamarca;Tenjo;Arándano;Arándano;Permanente;Frutales;Demas frutales;2021;C;14.0;14.0;112.0;8.0;Vaccinium corymbosum;En fresco
Cundinamarca;Tenjo;Lulo;Lulo;Permanente;Frutales;Solanáceas;2021;C;3.0;3.0;30.0;10.0;Solanum quitoense Lam;En fresco
Cundinamarca;Tenjo;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;8.0;8.0;88.0;11.0;Solanum betaceum;En fresco
Cundinamarca;Tenjo;Lechuga;Lechuga;Transitorio;Hortalizas;Hortalizas de Hoja;2021;A;450.0;400.0;2000.0;5.0;Lactuca sativa;En fresco
Cundinamarca;Tenjo;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;4.0;3.0;12.0;4.0;Lycopersicon esculentum;En fresco
Cundinamarca;Tenjo;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;18.0;18.0;36.0;2.0;Daucus carota;En fresco
Cundinamarca;Tenjo;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;300.0;220.0;5060.0;23.0;Solanum tuberosum;En fresco
Cundinamarca;Tenjo;Lechuga;Lechuga;Transitorio;Hortalizas;Hortalizas de Hoja;2021;B;420.0;400.0;6000.0;15.0;Lactuca sativa;En fresco
Cundinamarca;Tenjo;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;12.0;12.0;132.0;11.0;Daucus carota;En fresco
Cundinamarca;Tenjo;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;180.0;150.0;3000.0;20.0;Solanum tuberosum;En fresco
Cundinamarca;Tenjo;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;5.0;5.0;75.0;15.0;Solanum tuberosum;En fresco
Cundinamarca;Tibacuy;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2021;C;33.0;28.0;84.0;3.0;Persea americana;En fresco
Cundinamarca;Tibacuy;Guanábana;Guanábana;Permanente;Frutales;Anonáceas;2021;C;10.0;10.0;10.0;1.0;Annona muricata L.;En fresco
Cundinamarca;Tibacuy;Limón  demás variedades;Limón;Permanente;Frutales;Cítricos;2021;C;105.0;100.0;900.0;9.0;Citrus limon L.;En fresco
Cundinamarca;Tibacuy;Mandarina demás variedades;Mandarina;Permanente;Frutales;Cítricos;2021;C;42.0;42.0;252.0;6.0;Citrus reticulata;En fresco
Cundinamarca;Tibacuy;Mango demás variedades;Mango;Permanente;Frutales;Demas frutales;2021;C;60.0;60.0;420.0;7.0;Mangifera indica L;En fresco
Cundinamarca;Tibacuy;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2021;C;36.0;34.0;102.0;3.0;Citrus sinensis L. OSBECK;En fresco
Cundinamarca;Tibacuy;Pitahaya;Pitahaya;Permanente;Frutales;Demas frutales;2021;C;7.0;7.0;7.0;1.0;Hylocereus triangularis;En fresco
Cundinamarca;Tibacuy;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2021;C;44.0;44.0;44.0;1.0;Musa paradisiaca L.;En fresco
Cundinamarca;Tibacuy;Sacha inchi;Sacha inchi;Permanente;Oleaginosas;Oleaginosas;2021;C;1.0;1.0;1.0;1.0;Plukenetia volubilis;En fresco
Cundinamarca;Tibacuy;Ahuyama;Ahuyama;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;3.0;3.0;27.0;9.0;Cucurbita maxima;En fresco
Cundinamarca;Tibacuy;Pepino Cohombro;Pepino Cohombro;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;5.0;5.0;30.0;6.0;Cucumis sativus;En fresco
Cundinamarca;Tibacuy;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;2.0;1.0;6.0;6.0;Lycopersicon esculentum;En fresco
Cundinamarca;Tibacuy;Habichuela;Habichuela;Transitorio;Leguminosas;Leguminosas;2021;A;7.0;7.0;42.0;6.0;Phaseolus vulgaris;En fresco
Cundinamarca;Tibacuy;Pepino Cohombro;Pepino Cohombro;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;5.0;5.0;25.0;5.0;Cucumis sativus;En fresco
Cundinamarca;Tibacuy;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;2.0;2.0;12.0;6.0;Lycopersicon esculentum;En fresco
Cundinamarca;Tibacuy;Habichuela;Habichuela;Transitorio;Leguminosas;Leguminosas;2021;B;7.0;7.0;42.0;6.0;Phaseolus vulgaris;En fresco
Cundinamarca;Tibirita;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2021;C;25.0;24.0;288.0;12.0;Persea americana;En fresco
Cundinamarca;Tibirita;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2021;C;2.0;0.0;0.0;0.0;Prunus persica L.;En fresco
Cundinamarca;Tibirita;Frambuesa;Frambuesa;Permanente;Frutales;Demas frutales;2021;C;2.2;1.2;4.8;4.0;Rubus sp;En fresco
Cundinamarca;Tibirita;Lulo;Lulo;Permanente;Frutales;Solanáceas;2021;C;7.0;5.0;50.0;10.0;Solanum quitoense Lam;En fresco
Cundinamarca;Tibirita;Mora;Mora;Permanente;Frutales;Demas frutales;2021;C;3.0;0.0;0.0;0.0;Morus ssp;En fresco
Cundinamarca;Tibirita;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;1.0;0.0;0.0;0.0;Solanum betaceum;En fresco
Cundinamarca;Tibirita;Ahuyama;Ahuyama;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;2.0;1.5;15.0;10.0;Cucurbita maxima;En fresco
Cundinamarca;Tibirita;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;6.0;6.0;60.0;10.0;Lycopersicon esculentum;En fresco
Cundinamarca;Tibirita;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;6.0;6.0;42.0;7.0;Arracacia xanthorrhiza;En fresco
Cundinamarca;Tibirita;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;2.0;1.0;5.0;5.0;Manihot esculenta;En fresco
Cundinamarca;Tibirita;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;300.0;280.0;3986.0;14.24;Solanum tuberosum;En fresco
Cundinamarca;Tocaima;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2021;C;7.0;6.0;36.0;6.0;Persea americana;En fresco
Cundinamarca;Tocaima;Anón;Anón;Permanente;Frutales;Anonáceas;2021;C;2.0;2.0;16.0;8.0;Annona squamosa;En fresco
Cundinamarca;Tocaima;Limón  demás variedades;Limón;Permanente;Frutales;Cítricos;2021;C;430.0;400.0;3396.0;8.49;Citrus limon L.;En fresco
Cundinamarca;Tocaima;Mandarina demás variedades;Mandarina;Permanente;Frutales;Cítricos;2021;C;91.0;86.0;1548.0;18.0;Citrus reticulata;En fresco
Cundinamarca;Tocaima;Mango Kent, Keitt, Hilacha o Nam Doc;Mango;Permanente;Frutales;Demas frutales;2021;C;23.0;19.0;190.0;10.0;Mangifera indica L;En fresco
Cundinamarca;Tocaima;Mango demás variedades;Mango;Permanente;Frutales;Demas frutales;2021;C;1311.0;1305.0;11745.0;9.0;Mangifera indica L;En fresco
Cundinamarca;Tocaima;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2021;C;297.0;294.0;1764.0;6.0;Citrus sinensis L. OSBECK;En fresco
Cundinamarca;Tocaima;Piña demás variedades;Piña;Permanente;Frutales;Demas frutales;2021;C;9.0;8.0;240.0;30.0;Ananas comosus L. Merr.;En fresco
Cundinamarca;Tocaima;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2021;C;127.0;125.0;750.0;6.0;Musa paradisiaca L.;En fresco
Cundinamarca;Tocaima;Ahuyama;Ahuyama;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;26.0;22.0;220.0;10.0;Cucurbita maxima;En fresco
Cundinamarca;Tocaima;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;34.0;32.0;480.0;15.0;Manihot esculenta;En fresco
Cundinamarca;Tocaima;Ahuyama;Ahuyama;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;16.0;15.0;150.0;10.0;Cucurbita maxima;En fresco
Cundinamarca;Tocancipá;Otros Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Otros Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Permanente;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;2021;C;5.5;0.0;0.0;0.0;No aplica;En fresco
Cundinamarca;Tocancipá;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2021;C;0.9;0.9;11.28;12.53;Prunus persica L.;En fresco
Cundinamarca;Tocancipá;Mora;Mora;Permanente;Frutales;Demas frutales;2021;C;1.8;0.0;0.0;0.0;Morus ssp;En fresco
Cundinamarca;Tocancipá;Ajo;Ajo;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;8.0;7.0;98.0;14.0;Allium sativum;En fresco
Cundinamarca;Tocancipá;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;1.0;1.0;14.0;14.0;Lycopersicon esculentum;En fresco
Cundinamarca;Tocancipá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;A;10.0;10.0;100.0;10.0;No aplica;En fresco
Cundinamarca;Tocancipá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;15.0;15.0;285.0;19.0;Solanum tuberosum;En fresco
Cundinamarca;Tocancipá;Ajo;Ajo;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;2.5;2.5;40.5;16.2;Allium sativum;En fresco
Cundinamarca;Tocancipá;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;3.5;3.5;63.0;18.0;Allium cepa;En fresco
Cundinamarca;Tocancipá;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;0.6;0.6;9.6;16.0;Lycopersicon esculentum;En fresco
Cundinamarca;Tocancipá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;B;11.0;11.0;132.0;12.0;No aplica;En fresco
Cundinamarca;Tocancipá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;6.0;6.0;114.0;19.0;Solanum tuberosum;En fresco
Cundinamarca;Topaipí;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2021;C;5.0;3.5;30.0;8.57;Persea americana;En fresco
Cundinamarca;Topaipí;Limón  Tahití;Limón;Permanente;Frutales;Cítricos;2021;C;24.43;6.43;89.99;14.0;Citrus limon L.;En fresco
Cundinamarca;Topaipí;Limón  demás variedades;Limón;Permanente;Frutales;Cítricos;2021;C;52.07;34.07;389.37;11.43;Citrus limon L.;En fresco
Cundinamarca;Topaipí;Mandarina Arrayana y/o Oneco;Mandarina;Permanente;Frutales;Cítricos;2021;C;8.0;8.0;90.0;11.25;Citrus reticulata;En fresco
Cundinamarca;Topaipí;Mandarina demás variedades;Mandarina;Permanente;Frutales;Cítricos;2021;C;30.28;30.28;299.44;9.89;Citrus reticulata;En fresco
Cundinamarca;Topaipí;Naranja Valencia;Naranja;Permanente;Frutales;Cítricos;2021;C;3.0;3.0;28.12;9.37;Citrus sinensis L. OSBECK;En fresco
Cundinamarca;Topaipí;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2021;C;49.32;48.64;483.5;9.94;Citrus sinensis L. OSBECK;En fresco
Cundinamarca;Topaipí;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2021;C;92.0;74.0;592.0;8.0;Musa paradisiaca L.;En fresco
Cundinamarca;Topaipí;Tangelo;Tangelo;Permanente;Frutales;Cítricos;2021;C;0.68;0.68;8.0;11.76;Citrus × tangelo;En fresco
Cundinamarca;Topaipí;Cilantro;Cilantro;Transitorio;Hortalizas;Hortalizas de Hoja;2021;A;0.8;0.8;2.8;3.5;Coriandrum sativum;En fresco
Cundinamarca;Topaipí;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;1.0;1.0;9.0;9.0;Lycopersicon esculentum;En fresco
Cundinamarca;Topaipí;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;55.0;55.0;610.0;11.09;Manihot esculenta;En fresco
Cundinamarca;Ubalá;Gulupa o cholupa;Gulupa o cholupa;Permanente;Frutales;Pasifloráceas;2021;C;13.0;13.0;260.0;20.0;Passiflora edulis Sims fo. Edulis;En fresco
Cundinamarca;Ubalá;Mora;Mora;Permanente;Frutales;Demas frutales;2021;C;1.0;1.0;5.0;5.0;Morus ssp;En fresco
Cundinamarca;Ubalá;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2021;C;40.0;40.0;320.0;8.0;Musa paradisiaca L.;En fresco
Cundinamarca;Ubalá;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;9.0;9.0;360.0;40.0;Lycopersicon esculentum;En fresco
Cundinamarca;Ubalá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;10.0;10.0;300.0;30.0;Solanum tuberosum;En fresco
Cundinamarca;Ubalá;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;4.0;4.0;60.0;15.0;Solanum tuberosum;En fresco
Cundinamarca;Ubalá;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;5.0;5.0;50.0;10.0;Manihot esculenta;En fresco
Cundinamarca;Ubalá;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;9.0;9.0;360.0;40.0;Lycopersicon esculentum;En fresco
Cundinamarca;Ubalá;Habichuela;Habichuela;Transitorio;Leguminosas;Leguminosas;2021;B;3.0;3.0;9.0;3.0;Phaseolus vulgaris;En fresco
Cundinamarca;Ubalá;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;10.0;10.0;100.0;10.0;Manihot esculenta;En fresco
Cundinamarca;Ubaque;Sábila;Sábila;Permanente;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Medicinales;2021;C;6.0;5.0;50.0;10.0;Aloe vera;En fresco
Cundinamarca;Ubaque;Tomillo;Tomillo;Permanente;Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Condimentos;2021;C;150.0;80.0;240.0;3.0;Thymus vulgaris L.;En fresco
Cundinamarca;Ubaque;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2021;C;29.0;29.0;290.0;10.0;Persea americana;En fresco
Cundinamarca;Ubaque;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2021;C;11.0;7.0;70.0;10.0;Feijoa sellowiana berg.;En fresco
Cundinamarca;Ubaque;Lulo;Lulo;Permanente;Frutales;Solanáceas;2021;C;19.0;15.0;75.0;5.0;Solanum quitoense Lam;En fresco
Cundinamarca;Ubaque;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;25.0;20.0;200.0;10.0;Solanum betaceum;En fresco
Cundinamarca;Ubaque;Ahuyama;Ahuyama;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;15.0;15.0;150.0;10.0;Cucurbita maxima;En fresco
Cundinamarca;Ubaque;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;40.0;40.0;720.0;18.0;Allium cepa;En fresco
Cundinamarca;Ubaque;Cilantro;Cilantro;Transitorio;Hortalizas;Hortalizas de Hoja;2021;A;30.0;28.0;140.0;5.0;Coriandrum sativum;En fresco
Cundinamarca;Ubaque;Pepino Guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;10.0;10.0;40.0;4.0;Cyclanthera pedata;En fresco
Cundinamarca;Ubaque;Pimentón;Pimentón;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;30.0;30.0;450.0;15.0;Capsicum annuum L;En fresco
Cundinamarca;Ubaque;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;100.0;100.0;5000.0;50.0;Lycopersicon esculentum;En fresco
