codDaneDpto;Dpto;codDaneMunicipio;Municipio;desagregacionCultivo;Cultivo;cicloDelCultivo;grupoCultivo;Subgrupo;Anio;Periodo;areaSembradaHa;areaCosechadaHa;produccionTon;rendimientoTonHa;codCultivo;nombreCientificoCultivo;estadoFisicoCultivo
25;Cundinamarca;25899;Zipaquirá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;1410;1410;35250;25;1080701;Solanum tuberosum;En fresco
25;Cundinamarca;25899;Zipaquirá;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;A;50;50;900;18;1080702;Solanum tuberosum;En fresco
25;Cundinamarca;25899;Zipaquirá;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2019;B;30;30;75,51;2,52;1010497;Zea mays;En fresco
25;Cundinamarca;25899;Zipaquirá;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2019;B;10;10;250;25;1053000;Daucus carota;En fresco
25;Cundinamarca;25899;Zipaquirá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;1200;1200;30000;25;1080701;Solanum tuberosum;En fresco
25;Cundinamarca;25899;Zipaquirá;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2019;B;60;60;1080;18;1080702;Solanum tuberosum;En fresco
15;Boyacá;15001;Tunja;Fresa;Fresa;Permanente;Frutales;Demas frutales;2020;C;3;3;30;10;2042700;Fragaria vesca;En fresco
15;Boyacá;15001;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2020;A;160;160;480;3;1010200;Avena sativa;En fresco
15;Boyacá;15001;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2020;A;15;15;45;3;1010300;Hordeum vulgare;En fresco
15;Boyacá;15001;Tunja;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;152;152;386,44;2,54;1010497;Zea mays;En fresco
15;Boyacá;15001;Tunja;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;140;140;3500;25;1051100;Allium cepa;En fresco
15;Boyacá;15001;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;250;250;7500;30;1053000;Daucus carota;En fresco
15;Boyacá;15001;Tunja;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;150;150;3750;25;1080200;Arracacia xanthorrhiza;En fresco
15;Boyacá;15001;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;2800;2800;56000;20;1080701;Solanum tuberosum;En fresco
15;Boyacá;15001;Tunja;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;300;300;3000;10;1080702;Solanum tuberosum;En fresco
15;Boyacá;15001;Tunja;Avena;Avena;Transitorio;Cereales;Cereales;2020;B;100;100;300;3;1010200;Avena sativa;En fresco
15;Boyacá;15001;Tunja;Cebada;Cebada;Transitorio;Cereales;Cereales;2020;B;12;12;36;3;1010300;Hordeum vulgare;En fresco
15;Boyacá;15001;Tunja;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;100;100;2500;25;1051100;Allium cepa;En fresco
15;Boyacá;15001;Tunja;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;180;180;5400;30;1053000;Daucus carota;En fresco
15;Boyacá;15001;Tunja;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;2000;2000;40000;20;1080701;Solanum tuberosum;En fresco
15;Boyacá;15001;Tunja;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;300;300;3000;10;1080702;Solanum tuberosum;En fresco
15;Boyacá;15022;Almeida;Granadilla;Granadilla;Permanente;Frutales;Pasifloráceas;2020;C;4;2;38;19;2042800;Passiflora ligularis.;En fresco
15;Boyacá;15022;Almeida;Lulo;Lulo;Permanente;Frutales;Solanáceas;2020;C;8;6;150;25;2043700;Solanum quitoense Lam;En fresco
15;Boyacá;15022;Almeida;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;58;57;98,6;1,73;1010497;Zea mays;En fresco
15;Boyacá;15022;Almeida;Guatila;Guatila;Transitorio;Hortalizas;Hortalizas de Futo;2020;A;1;1;15;15;1051800;Sechium edule;En fresco
15;Boyacá;15022;Almeida;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;A;2;2;130;65;1052902;Lycopersicon esculentum;En fresco
15;Boyacá;15022;Almeida;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;3;1,5;6,75;4,5;1080200;Arracacia xanthorrhiza;En fresco
15;Boyacá;15022;Almeida;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;4;4;28;7;1080701;Solanum tuberosum;En fresco
15;Boyacá;15022;Almeida;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;2;2;7;3,5;1080702;Solanum tuberosum;En fresco
15;Boyacá;15022;Almeida;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;20;10;50;5;1081001;Manihot esculenta;En fresco
15;Boyacá;15022;Almeida;Calabacín, Calabaza;Calabacín, Calabaza;Transitorio;Hortalizas;Hortalizas de Futo;2020;B;4;4;152;38;1051000;Cucurbita pepo;En fresco
15;Boyacá;15022;Almeida;Guatila;Guatila;Transitorio;Hortalizas;Hortalizas de Futo;2020;B;1;0,5;7,5;15;1051800;Sechium edule;En fresco
15;Boyacá;15022;Almeida;Pepino Guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de Futo;2020;B;5;5;7,5;1,5;1052400;Cyclanthera pedata;En fresco
15;Boyacá;15022;Almeida;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;B;2;2;136;68;1052902;Lycopersicon esculentum;En fresco
15;Boyacá;15022;Almeida;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;2;1;4,5;4,5;1080200;Arracacia xanthorrhiza;En fresco
15;Boyacá;15022;Almeida;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;10;4;20;5;1081001;Manihot esculenta;En fresco
15;Boyacá;15047;Aquitania;Fresa;Fresa;Permanente;Frutales;Demas frutales;2020;C;6;6;150;25;2042700;Fragaria vesca;En fresco
15;Boyacá;15047;Aquitania;Gulupa o cholupa;Gulupa o cholupa;Permanente;Frutales;Pasifloráceas;2020;C;2;2;40;20;2043100;Passiflora edulis Sims fo. Edulis;En fresco
15;Boyacá;15047;Aquitania;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2020;C;1;1;15;15;2046500;Physalis peruviana L.;En fresco
15;Boyacá;15047;Aquitania;Cebolla De Rama;Cebolla De Rama;Transitorio;Hortalizas;Hortalizas de Tallo;2020;A;1420;1380;55200;40;1051200;Allium fistulosum;En fresco
15;Boyacá;15047;Aquitania;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;300;290;1740;6;1080701;Solanum tuberosum;En fresco
15;Boyacá;15047;Aquitania;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;30;28;140;5;1080702;Solanum tuberosum;En fresco
15;Boyacá;15047;Aquitania;Cebolla De Rama;Cebolla De Rama;Transitorio;Hortalizas;Hortalizas de Tallo;2020;B;1380;1380;55200;40;1051200;Allium fistulosum;En fresco
15;Boyacá;15047;Aquitania;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;100;100;1500;15;1080701;Solanum tuberosum;En fresco
15;Boyacá;15047;Aquitania;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;30;30;150;5;1080702;Solanum tuberosum;En fresco
15;Boyacá;15051;Arcabuco;Arándano;Arándano;Permanente;Frutales;Demas frutales;2020;C;3;1;4;4;2040400;Vaccinium corymbosum;En fresco
15;Boyacá;15051;Arcabuco;Fresa;Fresa;Permanente;Frutales;Demas frutales;2020;C;15;15;300;20;2042700;Fragaria vesca;En fresco
15;Boyacá;15051;Arcabuco;Mora;Mora;Permanente;Frutales;Demas frutales;2020;C;93;90;1350;15;2044700;Morus ssp;En fresco
15;Boyacá;15051;Arcabuco;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2020;C;13;11;220;20;2046300;Solanum betaceum;En fresco
15;Boyacá;15051;Arcabuco;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2020;C;13;11;132;12;2046500;Physalis peruviana L.;En fresco
15;Boyacá;15051;Arcabuco;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;8;8;8;1;1010497;Zea mays;En fresco
15;Boyacá;15051;Arcabuco;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;2;2;30;15;1053000;Daucus carota;En fresco
15;Boyacá;15051;Arcabuco;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;1270;1270;22860;18;1080701;Solanum tuberosum;En fresco
15;Boyacá;15051;Arcabuco;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;B;6;6;6;1;1010497;Zea mays;En fresco
15;Boyacá;15051;Arcabuco;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;2;2;30;15;1053000;Daucus carota;En fresco
15;Boyacá;15051;Arcabuco;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;1280;1280;23040;18;1080701;Solanum tuberosum;En fresco
15;Boyacá;15087;Belén;Ciruela;Ciruela;Permanente;Frutales;Caducifolios;2020;C;3;3;12,6;4,2;2041800;Prunus domestica L.;En fresco
15;Boyacá;15087;Belén;Curuba;Curuba;Permanente;Frutales;Pasifloráceas;2020;C;2;2;7;3,5;2042200;Passiflora mollissima;En fresco
15;Boyacá;15087;Belén;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2020;C;4;4;36;9;2042400;Prunus persica L.;En fresco
15;Boyacá;15087;Belén;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2020;C;2;2;110;55;2042500;Feijoa sellowiana berg.;En fresco
15;Boyacá;15087;Belén;Mora;Mora;Permanente;Frutales;Demas frutales;2020;C;5;5;7;1,4;2044700;Morus ssp;En fresco
15;Boyacá;15087;Belén;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2020;C;4;4;18,67;4,67;2046300;Solanum betaceum;En fresco
15;Boyacá;15087;Belén;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2020;C;7;7;19,6;2,8;2046500;Physalis peruviana L.;En fresco
15;Boyacá;15087;Belén;Avena;Avena;Transitorio;Cereales;Cereales;2020;A;19;17;33;1,94;1010200;Avena sativa;En fresco
15;Boyacá;15087;Belén;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;14;13;13,98;1,08;1010497;Zea mays;En fresco
15;Boyacá;15087;Belén;Ajo;Ajo;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;3;3;35;11,67;1050400;Allium sativum;En fresco
15;Boyacá;15087;Belén;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;4;4;82;20,5;1051100;Allium cepa;En fresco
15;Boyacá;15087;Belén;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;28;28;760;27,14;1053000;Daucus carota;En fresco
15;Boyacá;15087;Belén;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2020;A;5;5;95;19;1059900;No aplica;En fresco
15;Boyacá;15087;Belén;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;380;342;5670;16,58;1080701;Solanum tuberosum;En fresco
15;Boyacá;15087;Belén;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;40;37;519;14,03;1080702;Solanum tuberosum;En fresco
15;Boyacá;15087;Belén;Avena;Avena;Transitorio;Cereales;Cereales;2020;B;21;20;22;1,1;1010200;Avena sativa;En fresco
15;Boyacá;15087;Belén;Ajo;Ajo;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;4;4;53;13,25;1050400;Allium sativum;En fresco
15;Boyacá;15087;Belén;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;5;4,5;94;20,89;1051100;Allium cepa;En fresco
15;Boyacá;15087;Belén;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;27;26;769;29,58;1053000;Daucus carota;En fresco
15;Boyacá;15087;Belén;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2020;B;5;5;128;25,6;1059900;No aplica;En fresco
15;Boyacá;15087;Belén;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;360;350;5678;16,22;1080701;Solanum tuberosum;En fresco
15;Boyacá;15087;Belén;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;38;37;546;14,76;1080702;Solanum tuberosum;En fresco
15;Boyacá;15090;Berbeo;Chamba;Chamba;Permanente;Frutales;Mirtáceas;2020;C;4;4;84;21;2041400;Campomanesia lineatifolia;En fresco
15;Boyacá;15090;Berbeo;Maracuyá;Maracuyá;Permanente;Frutales;Pasifloráceas;2020;C;5;4;121;30,25;2044500;Passiflora edulis;En fresco
15;Boyacá;15090;Berbeo;Pitahaya;Pitahaya;Permanente;Frutales;Demas frutales;2020;C;18;17;81,6;4,8;2045700;Hylocereus triangularis;En fresco
15;Boyacá;15090;Berbeo;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2020;C;9;7;14;2;2045802;Musa paradisiaca L.;En fresco
15;Boyacá;15090;Berbeo;Sacha inchi;Sacha inchi;Permanente;Oleaginosas;Oleaginosas;2020;C;2;1;3;3;2070500;Plukenetia volubilis;En fresco
15;Boyacá;15090;Berbeo;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;22,25;15;16,18;1,08;1010497;Zea mays;En fresco
15;Boyacá;15090;Berbeo;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;A;6;4;321;80,25;1052902;Lycopersicon esculentum;En fresco
15;Boyacá;15090;Berbeo;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;8;8;72;9;1081001;Manihot esculenta;En fresco
15;Boyacá;15090;Berbeo;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;B;20;18;14;0,78;1010497;Zea mays;En fresco
15;Boyacá;15090;Berbeo;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;B;5;5;400;80;1052902;Lycopersicon esculentum;En fresco
15;Boyacá;15090;Berbeo;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;3;3;30;10;1081001;Manihot esculenta;En fresco
15;Boyacá;15092;Betéitiva;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2020;C;5;4;16;4;2042400;Prunus persica L.;En fresco
15;Boyacá;15092;Betéitiva;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2020;C;5;3;30;10;2046500;Physalis peruviana L.;En fresco
15;Boyacá;15092;Betéitiva;Cebada;Cebada;Transitorio;Cereales;Cereales;2020;A;4;4;18;4,5;1010300;Hordeum vulgare;En fresco
15;Boyacá;15092;Betéitiva;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;13;13;27;2,08;1010497;Zea mays;En fresco
15;Boyacá;15092;Betéitiva;Trigo;Trigo;Transitorio;Cereales;Cereales;2020;A;7;7;34;4,86;1010800;Triticum aestivum;En fresco
15;Boyacá;15092;Betéitiva;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;13;13;140;10,77;1051100;Allium cepa;En fresco
15;Boyacá;15092;Betéitiva;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;A;3;3;42;14;1052902;Lycopersicon esculentum;En fresco
15;Boyacá;15092;Betéitiva;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;40;40;720;18;1080701;Solanum tuberosum;En fresco
15;Boyacá;15092;Betéitiva;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;5;5;65;13;1080702;Solanum tuberosum;En fresco
15;Boyacá;15092;Betéitiva;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;3;3;30;10;1051100;Allium cepa;En fresco
15;Boyacá;15092;Betéitiva;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;15;15;270;18;1080701;Solanum tuberosum;En fresco
15;Boyacá;15092;Betéitiva;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;3;3;39;13;1080702;Solanum tuberosum;En fresco
15;Boyacá;15097;Boavita;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2020;C;12;11;220;20;2042400;Prunus persica L.;En fresco
15;Boyacá;15097;Boavita;Mango demás variedades;Mango;Permanente;Frutales;Demas frutales;2020;C;15;15;45;3;2044299;Mangifera indica L;En fresco
15;Boyacá;15097;Boavita;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2020;C;30;29;90;3,1;2045802;Musa paradisiaca L.;En fresco
15;Boyacá;15097;Boavita;Otros cítricos;Otros cítricos;Permanente;Frutales;Cítricos;2020;C;94;91;273;3;2049800;No aplica;En fresco
15;Boyacá;15097;Boavita;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;300;280;280;1;1010497;Zea mays;En fresco
15;Boyacá;15097;Boavita;Trigo;Trigo;Transitorio;Cereales;Cereales;2020;A;15;15;15;1;1010800;Triticum aestivum;En fresco
15;Boyacá;15097;Boavita;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;A;10;10;300;30;1052901;Lycopersicon esculentum;En fresco
15;Boyacá;15097;Boavita;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;A;3;3;180;60;1052902;Lycopersicon esculentum;En fresco
15;Boyacá;15097;Boavita;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;30;30;150;5;1081001;Manihot esculenta;En fresco
15;Boyacá;15097;Boavita;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;B;160;160;192;1,2;1010497;Zea mays;En fresco
15;Boyacá;15097;Boavita;Trigo;Trigo;Transitorio;Cereales;Cereales;2020;B;30;30;45;1,5;1010800;Triticum aestivum;En fresco
15;Boyacá;15097;Boavita;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;B;10;10;300;30;1052901;Lycopersicon esculentum;En fresco
15;Boyacá;15097;Boavita;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;B;3;3;180;60;1052902;Lycopersicon esculentum;En fresco
15;Boyacá;15097;Boavita;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;20;20;100;5;1081001;Manihot esculenta;En fresco
15;Boyacá;15104;Boyacá;Arándano;Arándano;Permanente;Frutales;Demas frutales;2020;C;0,64;0,64;1,28;2;2040400;Vaccinium corymbosum;En fresco
15;Boyacá;15104;Boyacá;Mora;Mora;Permanente;Frutales;Demas frutales;2020;C;17;15;135;9;2044700;Morus ssp;En fresco
15;Boyacá;15104;Boyacá;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2020;C;13;13;214,5;16,5;2046300;Solanum betaceum;En fresco
15;Boyacá;15104;Boyacá;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2020;C;3;0;0;0;2046500;Physalis peruviana L.;En fresco
15;Boyacá;15104;Boyacá;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;8;8;2,68;0,34;1010497;Zea mays;En fresco
15;Boyacá;15104;Boyacá;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;3;3;90;30;1051100;Allium cepa;En fresco
15;Boyacá;15104;Boyacá;Pepino Guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de Futo;2020;A;2;2;10;5;1052400;Cyclanthera pedata;En fresco
15;Boyacá;15104;Boyacá;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2020;A;110;110;3080;28;1053000;Daucus carota;En fresco
15;Boyacá;15104;Boyacá;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;119;119;2380;20;1080200;Arracacia xanthorrhiza;En fresco
15;Boyacá;15104;Boyacá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;210;210;4200;20;1080701;Solanum tuberosum;En fresco
15;Boyacá;15104;Boyacá;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;B;11;11;12,87;1,17;1010497;Zea mays;En fresco
15;Boyacá;15104;Boyacá;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2020;B;120;120;3600;30;1053000;Daucus carota;En fresco
15;Boyacá;15104;Boyacá;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;150;150;3000;20;1080200;Arracacia xanthorrhiza;En fresco
15;Boyacá;15104;Boyacá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;240;240;4800;20;1080701;Solanum tuberosum;En fresco
15;Boyacá;15106;Briceño;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2020;C;27;25;375;15;2040299;Persea americana;En fresco
15;Boyacá;15106;Briceño;Banano consumo interno;Banano;Permanente;Frutales;Demas frutales;2020;C;0;0;0;0;2040902;Musa cavendishii;En fresco
15;Boyacá;15106;Briceño;Guanábana;Guanábana;Permanente;Frutales;Anonáceas;2020;C;93;92;1380;15;2042900;Annona muricata L.;En fresco
15;Boyacá;15106;Briceño;Guayaba;Guayaba;Permanente;Frutales;Mirtáceas;2020;C;302;282;3102;11;2043000;Psidium guajava L.;En fresco
15;Boyacá;15106;Briceño;Lulo;Lulo;Permanente;Frutales;Solanáceas;2020;C;65;35;245;7;2043700;Solanum quitoense Lam;En fresco
15;Boyacá;15106;Briceño;Mora;Mora;Permanente;Frutales;Demas frutales;2020;C;39;37;333;9;2044700;Morus ssp;En fresco
15;Boyacá;15106;Briceño;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2020;C;43;41;574;14;2044999;Citrus sinensis L. OSBECK;En fresco
15;Boyacá;15106;Briceño;Pitahaya;Pitahaya;Permanente;Frutales;Demas frutales;2020;C;4;4;16;4;2045700;Hylocereus triangularis;En fresco
15;Boyacá;15106;Briceño;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2020;C;47;37;74;2;2045802;Musa paradisiaca L.;En fresco
15;Boyacá;15106;Briceño;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;23;20;12;0,6;1010497;Zea mays;En fresco
15;Boyacá;15106;Briceño;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;5;2;16;8;1081001;Manihot esculenta;En fresco
15;Boyacá;15106;Briceño;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;B;18;10;5;0,5;1010497;Zea mays;En fresco
15;Boyacá;15106;Briceño;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;4;4;32;8;1081001;Manihot esculenta;En fresco
15;Boyacá;15109;Buenavista;Aguacate Hass;Aguacate;Permanente;Frutales;Demas frutales;2020;C;50;45;405;9;2040201;Persea americana hass;En fresco
15;Boyacá;15109;Buenavista;Aguacate Papelillo;Aguacate;Permanente;Frutales;Demas frutales;2020;C;15;12;108;9;2040202;Persea americana mill;En fresco
15;Boyacá;15109;Buenavista;Guanábana;Guanábana;Permanente;Frutales;Anonáceas;2020;C;16;16;240;15;2042900;Annona muricata L.;En fresco
15;Boyacá;15109;Buenavista;Gulupa o cholupa;Gulupa o cholupa;Permanente;Frutales;Pasifloráceas;2020;C;24;19;288,8;15,2;2043100;Passiflora edulis Sims fo. Edulis;En fresco
15;Boyacá;15109;Buenavista;Mandarina demás variedades;Mandarina;Permanente;Frutales;Cítricos;2020;C;73;73;730;10;2044199;Citrus reticulata;En fresco
15;Boyacá;15109;Buenavista;Mora;Mora;Permanente;Frutales;Demas frutales;2020;C;10;10;120;12;2044700;Morus ssp;En fresco
15;Boyacá;15109;Buenavista;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2020;C;100;100;1100;11;2044999;Citrus sinensis L. OSBECK;En fresco
15;Boyacá;15109;Buenavista;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2020;C;95;85;1700;20;2046300;Solanum betaceum;En fresco
15;Boyacá;15109;Buenavista;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;A;17;17;1190;70;1052902;Lycopersicon esculentum;En fresco
15;Boyacá;15109;Buenavista;Habichuela;Habichuela;Transitorio;Leguminosas;Leguminosas;2020;A;9;9;81;9;1060600;Phaseolus vulgaris;En fresco
15;Boyacá;15109;Buenavista;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;A;20;20;420;21;1080701;Solanum tuberosum;En fresco
15;Boyacá;15109;Buenavista;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2020;B;14;14;980;70;1052902;Lycopersicon esculentum;En fresco
15;Boyacá;15109;Buenavista;Habichuela;Habichuela;Transitorio;Leguminosas;Leguminosas;2020;B;4;4;32;8;1060600;Phaseolus vulgaris;En fresco
15;Boyacá;15109;Buenavista;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2020;B;18;18;378;21;1080701;Solanum tuberosum;En fresco
15;Boyacá;15114;Busbanzá;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2020;C;1;0;0;0;2042400;Prunus persica L.;En fresco
15;Boyacá;15114;Busbanzá;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2020;C;1;0;0;0;2042500;Feijoa sellowiana berg.;En fresco
15;Boyacá;15114;Busbanzá;Higo;Higo;Permanente;Frutales;Demas frutales;2020;C;0,3;0;0;0;2043200;Opuntia ficus-indica;En fresco
15;Boyacá;15114;Busbanzá;Cebada;Cebada;Transitorio;Cereales;Cereales;2020;A;1;0,8;0,8;1;1010300;Hordeum vulgare;En fresco
15;Boyacá;15114;Busbanzá;Maíz Tradicional;Maíz;Transitorio;Cereales;Cereales;2020;A;35;30;24;0,8;1010497;Zea mays;En fresco
15;Boyacá;15114;Busbanzá;Trigo;Trigo;Transitorio;Cereales;Cereales;2020;A;3;2;2;1;1010800;Triticum aestivum;En fresco
