codDaneDpto;Dpto;codDaneMunicipio;Municipio;desagregacionCultivo;Cultivo;cicloDelCultivo;grupoCultivo;Subgrupo;Anio;Periodo;areaSembradaHa;areaCosechadaHa;produccionTon;rendimientoTonHa;codCultivo;nombreCientificoCultivo;estadoFisicoCultivo
15;Boyacá;15172;Chinavita;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;3;1,5;24;16;2046300;Solanum betaceum;En fresco
15;Boyacá;15172;Chinavita;Pepino Guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;7,5;6;66;11;1052400;Cyclanthera pedata;En fresco
15;Boyacá;15172;Chinavita;Pimentón;Pimentón;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;0,3;0,3;1,5;5;1052500;Capsicum annuum L;En fresco
15;Boyacá;15172;Chinavita;Habichuela;Habichuela;Transitorio;Leguminosas;Leguminosas;2021;A;4;4;32;8;1060600;Phaseolus vulgaris;En fresco
15;Boyacá;15172;Chinavita;Achira;Achira;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;8;8;32;4;1080100;Canna indica;En fresco
15;Boyacá;15172;Chinavita;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;2;1;10;10;1080200;Arracacia xanthorrhiza;En fresco
15;Boyacá;15172;Chinavita;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;5;5;85;17;1080701;Solanum tuberosum;En fresco
15;Boyacá;15172;Chinavita;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;1;1;10;10;1081001;Manihot esculenta;En fresco
15;Boyacá;15172;Chinavita;Pepino Guiso;Pepino Guiso;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;12;10;110;11;1052400;Cyclanthera pedata;En fresco
15;Boyacá;15172;Chinavita;Habichuela;Habichuela;Transitorio;Leguminosas;Leguminosas;2021;B;4;2;16;8;1060600;Phaseolus vulgaris;En fresco
15;Boyacá;15172;Chinavita;Achira;Achira;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;2;2;10;5;1080100;Canna indica;En fresco
15;Boyacá;15172;Chinavita;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;1;1;10;10;1080200;Arracacia xanthorrhiza;En fresco
15;Boyacá;15172;Chinavita;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;6;5;85;17;1080701;Solanum tuberosum;En fresco
15;Boyacá;15172;Chinavita;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;2;1;8;8;1081001;Manihot esculenta;En fresco
15;Boyacá;15176;Chiquinquirá;Curuba;Curuba;Permanente;Frutales;Pasifloráceas;2021;C;18;18;126;7;2042200;Passiflora mollissima;En fresco
15;Boyacá;15176;Chiquinquirá;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2021;C;7;7;28;4;2042500;Feijoa sellowiana berg.;En fresco
15;Boyacá;15176;Chiquinquirá;Fresa;Fresa;Permanente;Frutales;Demas frutales;2021;C;10;8;64;8;2042700;Fragaria vesca;En fresco
15;Boyacá;15176;Chiquinquirá;Lulo;Lulo;Permanente;Frutales;Solanáceas;2021;C;22;22;110;5;2043700;Solanum quitoense Lam;En fresco
15;Boyacá;15176;Chiquinquirá;Mora;Mora;Permanente;Frutales;Demas frutales;2021;C;34;32;192;6;2044700;Morus ssp;En fresco
15;Boyacá;15176;Chiquinquirá;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;48;48;336;7;2046300;Solanum betaceum;En fresco
15;Boyacá;15176;Chiquinquirá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;220;220;2640;12;1080701;Solanum tuberosum;En fresco
15;Boyacá;15176;Chiquinquirá;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;50;50;150;3;1080702;Solanum tuberosum;En fresco
15;Boyacá;15176;Chiquinquirá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;300;300;3600;12;1080701;Solanum tuberosum;En fresco
15;Boyacá;15176;Chiquinquirá;Papa Criolla;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;50;50;150;3;1080702;Solanum tuberosum;En fresco
15;Boyacá;15180;Chiscas;Chirimoya;Chirimoya;Permanente;Frutales;Anonáceas;2021;C;40;40;1000;25;2041500;Annona cherimola;En fresco
15;Boyacá;15180;Chiscas;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2021;C;6;6;42;7;2042400;Prunus persica L.;En fresco
15;Boyacá;15180;Chiscas;Mora;Mora;Permanente;Frutales;Demas frutales;2021;C;6;4;28;7;2044700;Morus ssp;En fresco
15;Boyacá;15180;Chiscas;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2021;C;9;9;72;8;2044999;Citrus sinensis L. OSBECK;En fresco
15;Boyacá;15180;Chiscas;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;4;4;20;5;2046300;Solanum betaceum;En fresco
15;Boyacá;15180;Chiscas;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;30;30;240;8;1051100;Allium cepa;En fresco
15;Boyacá;15180;Chiscas;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;80;50;900;18;1080701;Solanum tuberosum;En fresco
15;Boyacá;15180;Chiscas;Trigo;Trigo;Transitorio;Cereales;Cereales;2021;B;18;18;54;3;1010800;Triticum aestivum;En fresco
15;Boyacá;15180;Chiscas;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;30;30;600;20;1051100;Allium cepa;En fresco
15;Boyacá;15180;Chiscas;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;90;80;1440;18;1080701;Solanum tuberosum;En fresco
15;Boyacá;15183;Chita;Brevo;Brevo;Permanente;Frutales;Demas frutales;2021;C;72;70;350;5;2041100;Ficus carica L.;En fresco
15;Boyacá;15183;Chita;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2021;C;10;10;45;4,5;2042400;Prunus persica L.;En fresco
15;Boyacá;15183;Chita;Mora;Mora;Permanente;Frutales;Demas frutales;2021;C;4;4;20;5;2044700;Morus ssp;En fresco
15;Boyacá;15183;Chita;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;6;5;50;10;2046300;Solanum betaceum;En fresco
15;Boyacá;15183;Chita;Trigo;Trigo;Transitorio;Cereales;Cereales;2021;A;10;9;18;2;1010800;Triticum aestivum;En fresco
15;Boyacá;15183;Chita;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;20;18;360;20;1051100;Allium cepa;En fresco
15;Boyacá;15183;Chita;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;90;72;864;12;1080701;Solanum tuberosum;En fresco
15;Boyacá;15183;Chita;Trigo;Trigo;Transitorio;Cereales;Cereales;2021;B;15;13,5;27;2;1010800;Triticum aestivum;En fresco
15;Boyacá;15183;Chita;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;40;35;700;20;1051100;Allium cepa;En fresco
15;Boyacá;15183;Chita;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;30;27;324;12;1080701;Solanum tuberosum;En fresco
15;Boyacá;15185;Chitaraque;Aguacate Hass;Aguacate;Permanente;Frutales;Demas frutales;2021;C;0,5;0,1;0,81;8,1;2040201;Persea americana hass;En fresco
15;Boyacá;15185;Chitaraque;Limón  Mandarino;Limón;Permanente;Frutales;Cítricos;2021;C;11,8;11,8;11,8;1;2043601;Citrus limon L.;En fresco
15;Boyacá;15185;Chitaraque;Limón  Tahití;Limón;Permanente;Frutales;Cítricos;2021;C;6,2;4;80;20;2043603;Citrus limon L.;En fresco
15;Boyacá;15185;Chitaraque;Lulo;Lulo;Permanente;Frutales;Solanáceas;2021;C;10,5;10,5;63;6;2043700;Solanum quitoense Lam;En fresco
15;Boyacá;15185;Chitaraque;Naranja Valencia;Naranja;Permanente;Frutales;Cítricos;2021;C;2,3;1,8;34,2;19;2044903;Citrus sinensis L. OSBECK;En fresco
15;Boyacá;15185;Chitaraque;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2021;C;7,7;6,7;100,5;15;2044999;Citrus sinensis L. OSBECK;En fresco
15;Boyacá;15185;Chitaraque;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2021;C;31,3;31,3;156,5;5;2045802;Musa paradisiaca L.;En fresco
15;Boyacá;15185;Chitaraque;Sacha inchi;Sacha inchi;Permanente;Oleaginosas;Oleaginosas;2021;C;0,5;0,5;0,25;0,5;2070500;Plukenetia volubilis;En fresco
15;Boyacá;15185;Chitaraque;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;66;66;660;10;1081001;Manihot esculenta;En fresco
15;Boyacá;15185;Chitaraque;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;10;10;100;10;1081001;Manihot esculenta;En fresco
15;Boyacá;15187;Chivatá;Avena;Avena;Transitorio;Cereales;Cereales;2021;A;60;60;180;3;1010200;Avena sativa;En fresco
15;Boyacá;15187;Chivatá;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;A;80;80;200;2,5;1010300;Hordeum vulgare;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2021;A;5;5;10;2;1010600;Chenopodium quinoa;En fresco
15;Boyacá;15187;Chivatá;Trigo;Trigo;Transitorio;Cereales;Cereales;2021;A;35;35;70;2;1010800;Triticum aestivum;En fresco
15;Boyacá;15187;Chivatá;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;7;7;224;32;1051100;Allium cepa;En fresco
15;Boyacá;15187;Chivatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;A;1;1;1,5;1,5;1059900;No aplica;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;80;80;2400;30;1080701;Solanum tuberosum;En fresco
15;Boyacá;15187;Chivatá;Avena;Avena;Transitorio;Cereales;Cereales;2021;B;10;10;25;2,5;1010200;Avena sativa;En fresco
15;Boyacá;15187;Chivatá;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;B;25;25;62,5;2,5;1010300;Hordeum vulgare;En fresco
15;Boyacá;15187;Chivatá;Quinua;Quinua;Transitorio;Cereales;Cereales;2021;B;6;6;15;2,5;1010600;Chenopodium quinoa;En fresco
15;Boyacá;15187;Chivatá;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;1;1;32;32;1051100;Allium cepa;En fresco
15;Boyacá;15187;Chivatá;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;B;1;1;1,5;1,5;1059900;No aplica;En fresco
15;Boyacá;15187;Chivatá;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;15;15;450;30;1080701;Solanum tuberosum;En fresco
15;Boyacá;15189;Ciénega;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2021;C;35;35;525;15;2042500;Feijoa sellowiana berg.;En fresco
15;Boyacá;15189;Ciénega;Lulo;Lulo;Permanente;Frutales;Solanáceas;2021;C;56;56;1008;18;2043700;Solanum quitoense Lam;En fresco
15;Boyacá;15189;Ciénega;Mora;Mora;Permanente;Frutales;Demas frutales;2021;C;56;56;504;9;2044700;Morus ssp;En fresco
15;Boyacá;15189;Ciénega;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;122;122;1708;14;2046300;Solanum betaceum;En fresco
15;Boyacá;15189;Ciénega;Uchuva;Uchuva;Permanente;Frutales;Solanáceas;2021;C;113;113;2260;20;2046500;Physalis peruviana L.;En fresco
15;Boyacá;15189;Ciénega;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;0,75;0,75;9;12;1052901;Lycopersicon esculentum;En fresco
15;Boyacá;15189;Ciénega;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;30;30;630;21;1080200;Arracacia xanthorrhiza;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;260;260;2800;10,77;1080701;Solanum tuberosum;En fresco
15;Boyacá;15189;Ciénega;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;0,75;0,75;9;12;1052901;Lycopersicon esculentum;En fresco
15;Boyacá;15189;Ciénega;Arracacha;Arracacha;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;30;30;600;20;1080200;Arracacia xanthorrhiza;En fresco
15;Boyacá;15189;Ciénega;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;260;260;3120;12;1080701;Solanum tuberosum;En fresco
15;Boyacá;15204;Cómbita;Arándano;Arándano;Permanente;Frutales;Demas frutales;2021;C;9;0;0;0;2040400;Vaccinium corymbosum;En fresco
15;Boyacá;15204;Cómbita;Ciruela;Ciruela;Permanente;Frutales;Caducifolios;2021;C;62;62;558;9;2041800;Prunus domestica L.;En fresco
15;Boyacá;15204;Cómbita;Curuba;Curuba;Permanente;Frutales;Pasifloráceas;2021;C;40;40;320;8;2042200;Passiflora mollissima;En fresco
15;Boyacá;15204;Cómbita;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2021;C;123;123;2460;20;2042400;Prunus persica L.;En fresco
15;Boyacá;15204;Cómbita;Feijoa;Feijoa;Permanente;Frutales;Mirtáceas;2021;C;9;9;77,4;8,6;2042500;Feijoa sellowiana berg.;En fresco
15;Boyacá;15204;Cómbita;Fresa;Fresa;Permanente;Frutales;Demas frutales;2021;C;12;12;120;10;2042700;Fragaria vesca;En fresco
15;Boyacá;15204;Cómbita;Mora;Mora;Permanente;Frutales;Demas frutales;2021;C;69;69;690;10;2044700;Morus ssp;En fresco
15;Boyacá;15204;Cómbita;Tomate de árbol;Tomate de árbol;Permanente;Frutales;Solanáceas;2021;C;5;5;75;15;2046300;Solanum betaceum;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2021;A;25;25;175;7;1010200;Avena sativa;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;A;15;15;40,5;2,7;1010300;Hordeum vulgare;En fresco
15;Boyacá;15204;Cómbita;Trigo;Trigo;Transitorio;Cereales;Cereales;2021;A;10;10;32;3,2;1010800;Triticum aestivum;En fresco
15;Boyacá;15204;Cómbita;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;A;15;15;150;10;1059900;No aplica;En fresco
15;Boyacá;15204;Cómbita;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;720;720;14400;20;1080701;Solanum tuberosum;En fresco
15;Boyacá;15204;Cómbita;Avena;Avena;Transitorio;Cereales;Cereales;2021;B;20;20;140;7;1010200;Avena sativa;En fresco
15;Boyacá;15204;Cómbita;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;B;12;12;32,4;2,7;1010300;Hordeum vulgare;En fresco
15;Boyacá;15204;Cómbita;Trigo;Trigo;Transitorio;Cereales;Cereales;2021;B;11;11;31,9;2,9;1010800;Triticum aestivum;En fresco
15;Boyacá;15204;Cómbita;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;B;20;20;200;10;1059900;No aplica;En fresco
15;Boyacá;15204;Cómbita;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;520;520;10400;20;1080701;Solanum tuberosum;En fresco
15;Boyacá;15212;Coper;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2021;C;223;203;2399,46;11,82;2040299;Persea americana;En fresco
15;Boyacá;15212;Coper;Guanábana;Guanábana;Permanente;Frutales;Anonáceas;2021;C;17;17;205,02;12,06;2042900;Annona muricata L.;En fresco
15;Boyacá;15212;Coper;Limón  Mandarino;Limón;Permanente;Frutales;Cítricos;2021;C;89;59;472;8;2043601;Citrus limon L.;En fresco
15;Boyacá;15212;Coper;Mandarina Arrayana y/o Oneco;Mandarina;Permanente;Frutales;Cítricos;2021;C;312;262;2620;10;2044101;Citrus reticulata;En fresco
15;Boyacá;15212;Coper;Mangostino;Mangostino;Permanente;Frutales;Demas frutales;2021;C;10;10;100;10;2044300;Garcinia mangostana L.;En fresco
15;Boyacá;15212;Coper;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2021;C;205;205;3690;18;2044999;Citrus sinensis L. OSBECK;En fresco
15;Boyacá;15212;Coper;Pitahaya;Pitahaya;Permanente;Frutales;Demas frutales;2021;C;8;8;39,2;4,9;2045700;Hylocereus triangularis;En fresco
15;Boyacá;15212;Coper;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2021;C;150;150;1350;9;2045802;Musa paradisiaca L.;En fresco
15;Boyacá;15212;Coper;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;40;40;771;19,27;1081001;Manihot esculenta;En fresco
15;Boyacá;15212;Coper;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;50;50;98;1,96;1081001;Manihot esculenta;En fresco
15;Boyacá;15215;Corrales;Arándano;Arándano;Permanente;Frutales;Demas frutales;2021;C;2;2;32;16;2040400;Vaccinium corymbosum;En fresco
15;Boyacá;15215;Corrales;Brevo;Brevo;Permanente;Frutales;Demas frutales;2021;C;2,7;2,7;16,2;6;2041100;Ficus carica L.;En fresco
15;Boyacá;15215;Corrales;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2021;C;9,9;9,9;133,75;13,51;2042400;Prunus persica L.;En fresco
15;Boyacá;15215;Corrales;Uva;Uva;Permanente;Frutales;Demas frutales;2021;C;10;10;24;2,4;2046600;Vitis vinífera L;En fresco
15;Boyacá;15215;Corrales;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;18;18;270;15;1051100;Allium cepa;En fresco
15;Boyacá;15215;Corrales;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;19;19;351,5;18,5;1052901;Lycopersicon esculentum;En fresco
15;Boyacá;15215;Corrales;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;A;0,3;0,3;0,45;1,5;1059900;No aplica;En fresco
15;Boyacá;15215;Corrales;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;10;10;220;22;1080701;Solanum tuberosum;En fresco
15;Boyacá;15215;Corrales;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;18;18;432;24;1051100;Allium cepa;En fresco
15;Boyacá;15215;Corrales;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;17;17;765;45;1052901;Lycopersicon esculentum;En fresco
15;Boyacá;15215;Corrales;Otras hortalizas;Otras hortalizas;Transitorio;Hortalizas;Hortalizas;2021;B;0,5;0,5;0,75;1,5;1059900;No aplica;En fresco
15;Boyacá;15215;Corrales;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;7;7;154;22;1080701;Solanum tuberosum;En fresco
15;Boyacá;15218;Covarachía;Aguacate demás variedades;Aguacate;Permanente;Frutales;Demas frutales;2021;C;13;11,5;138;12;2040299;Persea americana;En fresco
15;Boyacá;15218;Covarachía;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2021;C;13;11;165;15;2042400;Prunus persica L.;En fresco
15;Boyacá;15218;Covarachía;Guayaba;Guayaba;Permanente;Frutales;Mirtáceas;2021;C;5,2;0;0;0;2043000;Psidium guajava L.;En fresco
15;Boyacá;15218;Covarachía;Limón  Mandarino;Limón;Permanente;Frutales;Cítricos;2021;C;0,08;0,08;0,92;11,5;2043601;Citrus limon L.;En fresco
15;Boyacá;15218;Covarachía;Limón  Tahití;Limón;Permanente;Frutales;Cítricos;2021;C;6,5;1,5;10,5;7;2043603;Citrus limon L.;En fresco
15;Boyacá;15218;Covarachía;Limón  demás variedades;Limón;Permanente;Frutales;Cítricos;2021;C;0,73;0,73;7,98;10,93;2043699;Citrus limon L.;En fresco
15;Boyacá;15218;Covarachía;Mandarina demás variedades;Mandarina;Permanente;Frutales;Cítricos;2021;C;2,7;2,7;29,69;11;2044199;Citrus reticulata;En fresco
15;Boyacá;15218;Covarachía;Mango demás variedades;Mango;Permanente;Frutales;Demas frutales;2021;C;6,3;1,3;5,2;4;2044299;Mangifera indica L;En fresco
15;Boyacá;15218;Covarachía;Maracuyá;Maracuyá;Permanente;Frutales;Pasifloráceas;2021;C;8;8;88;11;2044500;Passiflora edulis;En fresco
15;Boyacá;15218;Covarachía;Naranja Valencia;Naranja;Permanente;Frutales;Cítricos;2021;C;0,06;0,06;0,61;10,17;2044903;Citrus sinensis L. OSBECK;En fresco
15;Boyacá;15218;Covarachía;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2021;C;7,43;7,43;74,3;10;2044999;Citrus sinensis L. OSBECK;En fresco
15;Boyacá;15218;Covarachía;Piña demás variedades;Piña;Permanente;Frutales;Demas frutales;2021;C;57;49;490;10;2045699;Ananas comosus L. Merr.;En fresco
15;Boyacá;15218;Covarachía;Uva;Uva;Permanente;Frutales;Demas frutales;2021;C;8,4;5;25;5;2046600;Vitis vinífera L;En fresco
15;Boyacá;15218;Covarachía;Tabaco;Tabaco;Transitorio;Cultivos Tropicales Tradicionales;Cultivos Tropicales Tradicionales;2021;A;80;78;78;1;1030700;Nicotiana tabacum;En fresco
15;Boyacá;15218;Covarachía;Melón;Melón;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;15;13;650;50;1052000;Cucumis melo;En fresco
15;Boyacá;15218;Covarachía;Tomate;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;A;20;18;504;28;1052901;Lycopersicon esculentum;En fresco
15;Boyacá;15218;Covarachía;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;12;11;110;10;1081001;Manihot esculenta;En fresco
15;Boyacá;15218;Covarachía;Tabaco;Tabaco;Transitorio;Cultivos Tropicales Tradicionales;Cultivos Tropicales Tradicionales;2021;B;20;18;18;1;1030700;Nicotiana tabacum;En fresco
15;Boyacá;15218;Covarachía;Melón;Melón;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;10;9;450;50;1052000;Cucumis melo;En fresco
15;Boyacá;15218;Covarachía;Pimentón;Pimentón;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;15;14;56;4;1052500;Capsicum annuum L;En fresco
15;Boyacá;15218;Covarachía;Tomate Invernadero;Tomate;Transitorio;Hortalizas;Hortalizas de Futo;2021;B;50;49;5390;110;1052902;Lycopersicon esculentum;En fresco
15;Boyacá;15218;Covarachía;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;19;18;180;10;1081001;Manihot esculenta;En fresco
15;Boyacá;15223;Cubará;Limón  demás variedades;Limón;Permanente;Frutales;Cítricos;2021;C;2,4;0,97;7,73;7,97;2043699;Citrus limon L.;En fresco
15;Boyacá;15223;Cubará;Mandarina demás variedades;Mandarina;Permanente;Frutales;Cítricos;2021;C;4,59;0;0;0;2044199;Citrus reticulata;En fresco
15;Boyacá;15223;Cubará;Naranja demás variedades;Naranja;Permanente;Frutales;Cítricos;2021;C;10,97;0,08;1,26;15,75;2044999;Citrus sinensis L. OSBECK;En fresco
15;Boyacá;15223;Cubará;Plátano consumo interno;Plátano;Permanente;Frutales;Demas frutales;2021;C;47;44;528;12;2045802;Musa paradisiaca L.;En fresco
15;Boyacá;15223;Cubará;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;16;16;160;10;1081001;Manihot esculenta;En fresco
15;Boyacá;15223;Cubará;Yuca consumo en fresco;Yuca;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;12;12;120;10;1081001;Manihot esculenta;En fresco
15;Boyacá;15224;Cucaita;Durazno o Albaricoque;Durazno o Albaricoque;Permanente;Frutales;Caducifolios;2021;C;3;3;30;10;2042400;Prunus persica L.;En fresco
15;Boyacá;15224;Cucaita;Fresa;Fresa;Permanente;Frutales;Demas frutales;2021;C;2;2;6;3;2042700;Fragaria vesca;En fresco
15;Boyacá;15224;Cucaita;Avena;Avena;Transitorio;Cereales;Cereales;2021;A;5;5;18;3,6;1010200;Avena sativa;En fresco
15;Boyacá;15224;Cucaita;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;A;34;34;102;3;1010300;Hordeum vulgare;En fresco
15;Boyacá;15224;Cucaita;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;60;60;1800;30;1051100;Allium cepa;En fresco
15;Boyacá;15224;Cucaita;Lechuga;Lechuga;Transitorio;Hortalizas;Hortalizas de Hoja;2021;A;9;9;45;5;1051900;Lactuca sativa;En fresco
15;Boyacá;15224;Cucaita;Remolacha;Remolacha;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;4;4;44;11;1052700;Beta vulgaris;En fresco
15;Boyacá;15224;Cucaita;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2021;A;4;4;112;28;1053000;Daucus carota;En fresco
15;Boyacá;15224;Cucaita;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;A;145;145;2900;20;1080701;Solanum tuberosum;En fresco
15;Boyacá;15224;Cucaita;Avena;Avena;Transitorio;Cereales;Cereales;2021;B;4;4;13;3,25;1010200;Avena sativa;En fresco
15;Boyacá;15224;Cucaita;Cebada;Cebada;Transitorio;Cereales;Cereales;2021;B;30;28;84;3;1010300;Hordeum vulgare;En fresco
15;Boyacá;15224;Cucaita;Cebolla De Bulbo;Cebolla De Bulbo;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;56;50;1500;30;1051100;Allium cepa;En fresco
15;Boyacá;15224;Cucaita;Lechuga;Lechuga;Transitorio;Hortalizas;Hortalizas de Hoja;2021;B;7;7;35;5;1051900;Lactuca sativa;En fresco
15;Boyacá;15224;Cucaita;Remolacha;Remolacha;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;6;6;66;11;1052700;Beta vulgaris;En fresco
15;Boyacá;15224;Cucaita;Zanahoria;Zanahoria;Transitorio;Hortalizas;Hortalizas de raíz;2021;B;4;4;72;18;1053000;Daucus carota;En fresco
15;Boyacá;15224;Cucaita;Papa todas las variedades;Papa;Transitorio;Raíces y Tubérculos;Raíces y Tubérculos;2021;B;70;70;1400;20;1080701;Solanum tuberosum;En fresco
