Cultivo;grupoCultivo;areaSembradaHa;produccionTon;rendimientoTonHa;grupoCultivoOrd;EstadoFinalOrd;PeriodoOrd;CicloOrd;CultivoFre
Yuca;Raíces y Tubérculos;38.0;180.0;6.0;4;0;1;0;602
Sábila;Condimentos Bebidas y Aromáticas;10.0;34.0;3.4;7;0;2;1;54
Aguacate;Frutales;25.0;79.92;3.33;1;0;2;1;456
Banano;Frutales;386.0;4998.7;12.95;1;0;2;1;134
Guayaba;Frutales;51.0;180.03;3.53;1;0;2;1;80
Plátano;Frutales;19.0;190.0;10.0;1;0;2;1;392
Tomate;Hortalizas;5.0;140.0;28.0;2;0;0;0;850
Habichuela;Leguminosas;2.0;8.0;4.0;3;0;0;0;284
Yuca;Raíces y Tubérculos;5.0;25.0;5.0;4;0;0;0;602
Tomate;Hortalizas;5.0;140.0;28.0;2;0;1;0;850
Habichuela;Leguminosas;2.0;7.0;7.0;3;0;1;0;284
Fresa;Frutales;7.0;129.5;18.5;1;0;2;1;223
Lechuga;Hortalizas;210.0;2160.0;12.0;2;0;0;0;197
Zanahoria;Hortalizas;150.0;4500.0;30.0;2;0;0;0;394
Papa;Raíces y Tubérculos;240.0;4200.0;17.5;4;0;0;0;1585
Papa;Raíces y Tubérculos;170.0;3740.0;22.0;4;0;0;0;1585
Lechuga;Hortalizas;140.0;1680.0;12.0;2;0;1;0;197
Zanahoria;Hortalizas;130.0;3900.0;30.0;2;0;1;0;394
Papa;Raíces y Tubérculos;120.0;2100.0;17.5;4;0;1;0;1585
Papa;Raíces y Tubérculos;90.0;1980.0;22.0;4;0;1;0;1585
Aguacate;Frutales;33.96;131.76;6.0;1;0;2;1;456
Curuba;Frutales;73.0;1479.87;23.49;1;0;2;1;90
Granadilla;Frutales;310.0;4998.95;16.39;1;0;2;1;131
Gulupa o cholupa;Frutales;3.0;0.0;0.0;1;0;2;1;133
Lulo;Frutales;49.0;345.84;7.86;1;0;2;1;223
Mora;Frutales;45.0;341.2;8.53;1;0;2;1;339
Tomate de árbol;Frutales;690.0;13248.0;20.7;1;0;2;1;324
Uchuva;Frutales;82.0;490.98;11.69;1;0;2;1;192
Papa;Raíces y Tubérculos;14.0;156.0;12.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;20.0;285.0;15.0;4;0;1;0;1585
Ruscus;Condimentos Bebidas y Aromáticas;143.0;1492.92;11.31;7;0;2;1;12
Sábila;Condimentos Bebidas y Aromáticas;7.0;70.0;10.0;7;0;2;1;54
Otros Cultivos para Condimentos y Bebidas Medicinales y Aromáticas;Condimentos Bebidas y Aromáticas;136.0;1260.0;10.0;7;0;2;1;8
Aguacate;Frutales;26.96;143.76;6.0;1;0;2;1;456
Limón;Frutales;58.0;280.0;5.0;1;0;2;1;295
Mandarina;Frutales;556.0;2760.0;5.0;1;0;2;1;203
Mango;Frutales;948.0;5646.0;6.0;1;0;2;1;134
Naranja;Frutales;211.0;1854.0;9.0;1;0;2;1;292
Plátano;Frutales;63.0;244.0;4.0;1;0;2;1;392
Tomate;Hortalizas;10.0;136.0;17.0;2;0;0;0;850
Tomate;Hortalizas;11.0;14.0;1.27;2;0;1;0;850
Plantas Aromáticas;Condimentos Bebidas y Aromáticas;1.47;2.21;1.5;7;0;2;0;63
Arándano;Frutales;1.0;14.0;14.0;1;0;2;1;122
Uchuva;Frutales;0.18;4.32;24.0;1;0;2;1;192
Otros frutales;Frutales;1.59;13.95;9.96;1;0;2;1;8
Acelga;Hortalizas;0.4;4.5;15.0;2;0;0;0;47
Ajo;Hortalizas;0.3;5.1;17.0;2;0;0;0;54
Brócoli;Hortalizas;4.2;80.0;20.0;2;0;0;0;69
Calabacín, Calabaza;Hortalizas;1.5;30.0;20.0;2;0;0;0;110
Cebolla De Rama;Hortalizas;0.3;6.0;20.0;2;0;0;0;75
Cilantro;Hortalizas;1.2;6.6;6.0;2;0;0;0;129
Lechuga;Hortalizas;75.0;333.5;23.0;2;0;0;0;197
Remolacha;Hortalizas;13.3;327.5;25.0;2;0;0;0;61
Repollo;Hortalizas;0.4;12.0;30.0;2;0;0;0;48
Tomate;Hortalizas;1.7;47.6;28.0;2;0;0;0;850
Zanahoria;Hortalizas;4.7;96.6;23.0;2;0;0;0;394
Otras hortalizas;Hortalizas;125.2;1125.0;9.0;2;0;0;0;288
Papa;Raíces y Tubérculos;12.2;204.0;17.0;4;0;0;0;1585
Acelga;Hortalizas;0.3;3.0;10.0;2;0;1;0;47
Ajo;Hortalizas;3.0;51.0;17.0;2;0;1;0;54
Brócoli;Hortalizas;20.0;440.0;22.0;2;0;1;0;69
Calabacín, Calabaza;Hortalizas;1.5;30.0;20.0;2;0;1;0;110
Cebolla De Rama;Hortalizas;0.3;6.0;20.0;2;0;1;0;75
Cilantro;Hortalizas;29.0;174.0;6.0;2;0;1;0;129
Lechuga;Hortalizas;60.0;1357.0;23.0;2;0;1;0;197
Remolacha;Hortalizas;12.3;307.5;25.0;2;0;1;0;61
Repollo;Hortalizas;0.4;12.0;30.0;2;0;1;0;48
Tomate;Hortalizas;1.9;53.2;28.0;2;0;1;0;850
Zanahoria;Hortalizas;7.0;161.0;23.0;2;0;1;0;394
Otras hortalizas;Hortalizas;122.1;1080.9;9.0;2;0;1;0;288
Papa;Raíces y Tubérculos;23.3;358.7;17.0;4;0;1;0;1585
Aguacate;Frutales;25.0;250.0;10.0;1;0;2;1;456
Aguacate;Frutales;450.0;3500.0;8.75;1;0;2;1;456
Arazá;Frutales;5.0;12.0;2.4;1;0;2;1;17
Banano;Frutales;12.0;150.0;15.0;1;0;2;1;134
Limón;Frutales;40.0;130.0;6.5;1;0;2;1;295
Limón;Frutales;30.54;274.9;9.98;1;0;2;1;295
Lulo;Frutales;10.0;180.0;18.0;1;0;2;1;223
Mandarina;Frutales;7.29;50.03;6.86;1;0;2;1;203
Mandarina;Frutales;27.91;149.88;5.57;1;0;2;1;203
Naranja;Frutales;2.59;16.01;6.18;1;0;2;1;292
Naranja;Frutales;47.12;300.08;6.96;1;0;2;1;292
Plátano;Frutales;293.0;1684.75;5.75;1;0;2;1;392
Tangelo;Frutales;0.55;4.0;7.27;1;0;2;1;32
Otros frutales;Frutales;56.0;300.0;6.0;1;0;2;1;8
Ahuyama;Hortalizas;14.0;56.0;4.0;2;0;0;0;224
Cilantro;Hortalizas;15.0;70.0;5.0;2;0;0;0;129
Tomate;Hortalizas;40.0;300.0;8.57;2;0;0;0;850
Arracacha;Raíces y Tubérculos;12.0;50.0;4.17;4;0;0;0;326
Yuca;Raíces y Tubérculos;136.0;1950.0;15.0;4;0;0;0;602
Ahuyama;Hortalizas;6.0;40.0;10.0;2;0;1;0;224
Ají;Hortalizas;2.0;12.0;6.0;2;0;1;0;17
Cilantro;Hortalizas;10.0;45.0;5.0;2;0;1;0;129
Tomate;Hortalizas;10.0;80.0;10.0;2;0;1;0;850
Arracacha;Raíces y Tubérculos;5.0;40.0;8.0;4;0;1;0;326
Yuca;Raíces y Tubérculos;100.0;700.0;7.37;4;0;1;0;602
Aguacate;Frutales;5.0;10.0;2.0;1;0;2;1;456
Granadilla;Frutales;9.0;81.0;9.0;1;0;2;1;131
Cebolla De Bulbo;Hortalizas;172.0;2565.0;15.0;2;0;0;0;541
Pimentón;Hortalizas;33.0;495.0;15.0;2;0;0;0;127
Tomate;Hortalizas;76.0;1875.0;25.0;2;0;0;0;850
Tomate;Hortalizas;102.0;3570.0;35.0;2;0;0;0;850
Habichuela;Leguminosas;182.0;1440.0;8.0;3;0;0;0;284
Achira;Raíces y Tubérculos;37.0;166.5;4.5;4;0;0;0;69
Arracacha;Raíces y Tubérculos;38.0;296.0;8.0;4;0;0;0;326
Papa;Raíces y Tubérculos;60.0;1334.0;23.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;59.0;944.0;16.0;4;0;0;0;1585
Ahuyama;Hortalizas;41.0;800.0;20.0;2;0;1;0;224
Cebolla De Bulbo;Hortalizas;46.0;675.0;15.0;2;0;1;0;541
Pimentón;Hortalizas;32.0;465.0;15.0;2;0;1;0;127
Tomate;Hortalizas;108.0;2140.0;20.0;2;0;1;0;850
Tomate;Hortalizas;112.0;3920.0;35.0;2;0;1;0;850
Habichuela;Leguminosas;78.0;616.0;8.0;3;0;1;0;284
Achira;Raíces y Tubérculos;15.0;65.25;4.5;4;0;1;0;69
Arracacha;Raíces y Tubérculos;40.0;312.0;8.0;4;0;1;0;326
Papa;Raíces y Tubérculos;79.0;1617.0;21.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;60.0;885.0;15.0;4;0;1;0;1585
Cebada;Cereales;30.0;69.0;2.3;5;0;0;0;186
Quinua;Cereales;5.0;15.0;3.0;5;0;0;0;66
Cebolla De Bulbo;Hortalizas;14.0;280.0;20.0;2;0;0;0;541
Lechuga;Hortalizas;1.0;10.0;10.0;2;0;0;0;197
Arracacha;Raíces y Tubérculos;0.5;5.0;10.0;4;0;0;0;326
Nabo;Raíces y Tubérculos;4.0;24.0;6.0;4;0;0;0;26
Papa;Raíces y Tubérculos;700.0;15000.0;25.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;40.0;600.0;15.0;4;0;0;0;1585
Cebada;Cereales;5.0;8.0;2.0;5;0;1;0;186
Quinua;Cereales;7.0;14.0;2.0;5;0;1;0;66
Cebolla De Bulbo;Hortalizas;2.0;60.0;30.0;2;0;1;0;541
Arracacha;Raíces y Tubérculos;1.0;10.0;10.0;4;0;1;0;326
Nabo;Raíces y Tubérculos;2.0;12.0;6.0;4;0;1;0;26
Papa;Raíces y Tubérculos;600.0;7800.0;15.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;30.0;225.0;15.0;4;0;1;0;1585
Banano;Frutales;25.0;97.5;3.9;1;0;2;1;134
Plátano;Frutales;825.0;4125.0;5.0;1;0;2;1;392
Yuca;Raíces y Tubérculos;6.0;28.0;4.67;4;0;0;0;602
Yuca;Raíces y Tubérculos;5.0;20.0;4.0;4;0;1;0;602
Plantas Aromáticas;Condimentos Bebidas y Aromáticas;6.0;90.0;15.0;7;0;2;0;63
Ciruela;Frutales;4.0;12.0;3.0;1;0;2;1;74
Durazno o Albaricoque;Frutales;3.0;12.0;4.0;1;0;2;1;216
Feijoa;Frutales;4.0;14.0;3.5;1;0;2;1;117
Mora;Frutales;6.0;48.0;8.0;1;0;2;1;339
Tomate de árbol;Frutales;7.0;56.0;8.0;1;0;2;1;324
Brócoli;Hortalizas;2.0;40.0;20.0;2;0;0;0;69
Cilantro;Hortalizas;10.0;55.0;5.5;2;0;0;0;129
Coliflor;Hortalizas;2.0;40.0;20.0;2;0;0;0;45
Espinaca;Hortalizas;5.0;100.0;20.0;2;0;0;0;39
Lechuga;Hortalizas;20.0;360.0;18.0;2;0;0;0;197
Papa;Raíces y Tubérculos;40.0;720.0;18.0;4;0;0;0;1585
Brócoli;Hortalizas;2.0;40.0;20.0;2;0;1;0;69
Cilantro;Hortalizas;6.0;30.0;5.0;2;0;1;0;129
Coliflor;Hortalizas;2.0;40.0;20.0;2;0;1;0;45
Espinaca;Hortalizas;5.0;100.0;20.0;2;0;1;0;39
Lechuga;Hortalizas;20.0;360.0;18.0;2;0;1;0;197
Papa;Raíces y Tubérculos;20.0;360.0;18.0;4;0;1;0;1585
Plantas Aromáticas;Condimentos Bebidas y Aromáticas;67.0;462.0;7.0;7;0;2;0;63
Tomate de árbol;Frutales;8.0;200.0;25.0;1;0;2;1;324
Calabacín, Calabaza;Hortalizas;6.0;120.0;20.0;2;0;0;0;110
Cebolla De Bulbo;Hortalizas;39.0;570.0;15.0;2;0;0;0;541
Cilantro;Hortalizas;25.0;154.0;7.0;2;0;0;0;129
Papa;Raíces y Tubérculos;35.0;700.0;20.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;25.0;375.0;15.0;4;0;0;0;1585
Calabacín, Calabaza;Hortalizas;6.0;120.0;20.0;2;0;1;0;110
Cebolla De Bulbo;Hortalizas;39.0;570.0;15.0;2;0;1;0;541
Cilantro;Hortalizas;25.0;154.0;7.0;2;0;1;0;129
Zanahoria;Hortalizas;8.0;96.0;12.0;2;0;1;0;394
Papa;Raíces y Tubérculos;35.0;700.0;20.0;4;0;1;0;1585
Aguacate;Frutales;22.0;50.01;16.67;1;0;2;1;456
Durazno o Albaricoque;Frutales;2.0;60.0;30.0;1;0;2;1;216
Mora;Frutales;7.0;50.0;10.0;1;0;2;1;339
Tomate de árbol;Frutales;4.0;60.0;15.0;1;0;2;1;324
Ahuyama;Hortalizas;8.0;72.0;12.0;2;0;0;0;224
Cebolla De Bulbo;Hortalizas;20.0;160.0;10.0;2;0;0;0;541
Pepino Guiso;Hortalizas;4.0;30.0;10.0;2;0;0;0;137
Tomate;Hortalizas;8.0;960.0;120.0;2;0;0;0;850
Habichuela;Leguminosas;7.0;70.0;11.67;3;0;0;0;284
Papa;Raíces y Tubérculos;15.0;165.0;11.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;15.0;150.0;10.71;4;0;0;0;1585
Ahuyama;Hortalizas;5.0;44.0;11.0;2;0;1;0;224
Cebolla De Bulbo;Hortalizas;30.0;324.0;12.0;2;0;1;0;541
Pepino Guiso;Hortalizas;6.0;50.0;10.0;2;0;1;0;137
Tomate;Hortalizas;8.0;960.0;120.0;2;0;1;0;850
Habichuela;Leguminosas;10.0;90.0;10.0;3;0;1;0;284
Papa;Raíces y Tubérculos;20.0;216.0;12.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;100.0;1400.0;14.0;4;0;1;0;1585
Agraz - Mortiño;Frutales;21.0;204.0;12.0;1;0;2;1;32
Fresa;Frutales;192.5;8029.0;62.0;1;0;2;1;223
Avena;Cereales;420.0;1200.0;3.0;5;0;0;0;88
Zanahoria;Hortalizas;33.0;808.5;24.5;2;0;0;0;394
Papa;Raíces y Tubérculos;1540.0;42603.3;27.9;4;0;0;0;1585
Papa;Raíces y Tubérculos;120.0;1416.0;12.0;4;0;0;0;1585
Avena;Cereales;400.0;1200.0;3.0;5;0;1;0;88
Zanahoria;Hortalizas;15.0;390.0;26.0;2;0;1;0;394
Papa;Raíces y Tubérculos;681.0;25197.0;37.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;19.0;342.0;18.0;4;0;1;0;1585
Arándano;Frutales;6.0;84.0;14.0;1;0;2;1;122
Fresa;Frutales;11.0;308.0;28.0;1;0;2;1;223
Mora;Frutales;4.5;36.0;8.0;1;0;2;1;339
Uchuva;Frutales;3.5;42.0;12.0;1;0;2;1;192
Zanahoria;Hortalizas;10.0;225.0;25.0;2;0;0;0;394
Otras hortalizas;Hortalizas;24.0;184.0;8.0;2;0;0;0;288
Papa;Raíces y Tubérculos;450.0;8400.0;20.0;4;0;0;0;1585
Zanahoria;Hortalizas;10.0;225.0;25.0;2;0;1;0;394
Otras hortalizas;Hortalizas;24.0;120.0;8.0;2;0;1;0;288
Papa;Raíces y Tubérculos;500.0;9601.0;20.0;4;0;1;0;1585
Perejil;Condimentos Bebidas y Aromáticas;20.0;240.0;12.0;7;0;0;0;10
Acelga;Hortalizas;5.01;86.4;18.0;2;0;0;0;47
Brócoli;Hortalizas;3.7;64.0;20.0;2;0;0;0;69
Cilantro;Hortalizas;45.06;616.0;14.0;2;0;0;0;129
Coliflor;Hortalizas;4.0;84.0;24.0;2;0;0;0;45
Espinaca;Hortalizas;114.0;1566.0;18.0;2;0;0;0;39
Lechuga;Hortalizas;9.5;198.0;22.0;2;0;0;0;197
Rábano;Hortalizas;4.5;90.0;20.0;2;0;0;0;10
Remolacha;Hortalizas;2.2;110.0;50.0;2;0;0;0;61
Zanahoria;Hortalizas;9.31;372.4;40.0;2;0;0;0;394
Papa;Raíces y Tubérculos;5.5;121.0;22.0;4;0;0;0;1585
Perejil;Condimentos Bebidas y Aromáticas;20.7;247.2;12.0;7;0;1;0;10
Acelga;Hortalizas;5.3;93.6;18.0;2;0;1;0;47
Brócoli;Hortalizas;3.07;61.4;20.0;2;0;1;0;69
Cilantro;Hortalizas;45.56;635.6;14.0;2;0;1;0;129
Coliflor;Hortalizas;4.3;103.2;24.0;2;0;1;0;45
Espinaca;Hortalizas;116.5;2088.0;18.0;2;0;1;0;39
Lechuga;Hortalizas;11.0;231.0;22.0;2;0;1;0;197
Rábano;Hortalizas;4.2;84.0;20.0;2;0;1;0;10
Remolacha;Hortalizas;2.2;110.0;50.0;2;0;1;0;61
Zanahoria;Hortalizas;9.31;372.4;40.0;2;0;1;0;394
Papa;Raíces y Tubérculos;5.5;143.0;26.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;110.0;2312.0;21.02;4;0;0;0;1585
Papa;Raíces y Tubérculos;8.0;144.0;18.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;130.0;2550.0;19.62;4;0;1;0;1585
Papa;Raíces y Tubérculos;14.0;259.0;18.5;4;0;1;0;1585
Aguacate;Frutales;8.06;0.0;0.0;1;0;2;1;456
Aguacate;Frutales;22.94;169.4;10.0;1;0;2;1;456
Banano;Frutales;364.0;3600.0;10.0;1;0;2;1;134
Mandarina;Frutales;111.0;1530.0;15.0;1;0;2;1;203
Mango;Frutales;982.0;9740.0;10.0;1;0;2;1;134
Mora;Frutales;286.6;2244.8;8.0;1;0;2;1;339
Naranja;Frutales;112.5;980.0;10.0;1;0;2;1;292
Plátano;Frutales;276.0;1880.0;8.0;1;0;2;1;392
Yuca;Raíces y Tubérculos;2.0;9.0;6.0;4;0;0;0;602
Aguacate;Frutales;24.0;336.0;14.0;1;0;2;1;456
Limón;Frutales;52.49;209.94;4.0;1;0;2;1;295
Mandarina;Frutales;14.16;70.55;6.0;1;0;2;1;203
Mandarina;Frutales;43.38;91.1;2.1;1;0;2;1;203
Naranja;Frutales;6.57;33.35;8.0;1;0;2;1;292
Naranja;Frutales;381.0;4572.0;12.0;1;0;2;1;292
Plátano;Frutales;66.0;640.0;10.0;1;0;2;1;392
Otras hortalizas;Hortalizas;1.0;3.0;3.0;2;0;0;0;288
Yuca;Raíces y Tubérculos;100.0;200.0;2.0;4;0;0;0;602
Fresa;Frutales;32.0;1024.0;32.0;1;0;2;1;223
Zanahoria;Hortalizas;134.0;5544.0;42.0;2;0;0;0;394
Papa;Raíces y Tubérculos;450.0;10728.0;24.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;282.0;4760.0;17.0;4;0;0;0;1585
Zanahoria;Hortalizas;131.0;5502.0;42.0;2;0;1;0;394
Papa;Raíces y Tubérculos;420.0;10056.0;24.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;278.0;4709.0;17.0;4;0;1;0;1585
Plantas Aromáticas;Condimentos Bebidas y Aromáticas;22.7;86.8;4.0;7;0;2;0;63
Feijoa;Frutales;8.3;24.09;7.3;1;0;2;1;117
Fresa;Frutales;444.0;1923.3;64.11;1;0;2;1;223
Mora;Frutales;5.7;3.7;1.0;1;0;2;1;339
Tomate de árbol;Frutales;36.5;88.44;3.61;1;0;2;1;324
Lechuga;Hortalizas;50.0;316.0;9.03;2;0;0;0;197
Zanahoria;Hortalizas;32.0;896.0;28.0;2;0;0;0;394
Papa;Raíces y Tubérculos;350.0;10500.0;30.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;92.0;2700.0;29.35;4;0;0;0;1585
Lechuga;Hortalizas;51.0;663.0;13.0;2;0;1;0;197
Zanahoria;Hortalizas;25.0;400.0;16.0;2;0;1;0;394
Papa;Raíces y Tubérculos;330.0;7260.0;22.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;98.0;1666.0;17.0;4;0;1;0;1585
Tomate de árbol;Frutales;183.0;2928.0;16.0;1;0;2;1;324
Pepino Guiso;Hortalizas;28.0;319.6;11.41;2;0;0;0;137
Pimentón;Hortalizas;28.0;313.6;11.2;2;0;0;0;127
Tomate;Hortalizas;32.0;360.2;11.26;2;0;0;0;850
Tomate;Hortalizas;58.0;1400.2;24.14;2;0;0;0;850
Habichuela;Leguminosas;38.0;410.9;10.81;3;0;0;0;284
Achira;Raíces y Tubérculos;12.0;51.0;4.25;4;0;0;0;69
Pepino Guiso;Hortalizas;27.0;467.0;17.3;2;0;1;0;137
Pimentón;Hortalizas;29.0;313.2;10.8;2;0;1;0;127
Tomate;Hortalizas;48.2;917.4;19.03;2;0;1;0;850
Tomate;Hortalizas;59.7;1420.9;23.8;2;0;1;0;850
Habichuela;Leguminosas;37.2;421.0;11.32;3;0;1;0;284
Achira;Raíces y Tubérculos;7.4;31.08;4.2;4;0;1;0;69
Mora;Frutales;3.0;21.99;7.33;1;0;2;1;339
Tomate de árbol;Frutales;45.0;476.0;11.9;1;0;2;1;324
Ahuyama;Hortalizas;90.0;765.0;8.79;2;0;0;0;224
Cebolla De Bulbo;Hortalizas;25.0;380.0;16.52;2;0;0;0;541
Tomate;Hortalizas;1.0;53.0;53.0;2;0;0;0;850
Achira;Raíces y Tubérculos;210.0;567.0;2.7;4;0;0;0;69
Arracacha;Raíces y Tubérculos;28.0;247.0;9.5;4;0;0;0;326
Papa;Raíces y Tubérculos;148.0;3100.0;20.95;4;0;0;0;1585
Papa;Raíces y Tubérculos;80.0;1150.0;14.38;4;0;0;0;1585
Ahuyama;Hortalizas;160.0;1362.0;8.51;2;0;1;0;224
Cebolla De Bulbo;Hortalizas;50.0;825.0;16.5;2;0;1;0;541
Tomate;Hortalizas;1.0;53.0;53.0;2;0;1;0;850
Papa;Raíces y Tubérculos;375.0;8255.5;22.01;4;0;1;0;1585
Papa;Raíces y Tubérculos;450.0;6435.0;14.3;4;0;1;0;1585
Fresa;Frutales;70.0;2345.0;35.0;1;0;2;1;223
Cebada;Cereales;44.0;120.0;2.79;5;0;0;0;186
Lechuga;Hortalizas;10.0;240.0;24.0;2;0;0;0;197
Zanahoria;Hortalizas;82.0;2080.0;26.0;2;0;0;0;394
Otras hortalizas;Hortalizas;108.0;2376.0;23.29;2;0;0;0;288
Papa;Raíces y Tubérculos;206.0;5540.0;27.98;4;0;0;0;1585
Cebada;Cereales;20.0;49.0;2.72;5;0;1;0;186
Lechuga;Hortalizas;33.0;744.0;24.0;2;0;1;0;197
Zanahoria;Hortalizas;80.0;2028.0;26.0;2;0;1;0;394
Otras hortalizas;Hortalizas;100.0;2250.0;23.2;2;0;1;0;288
Papa;Raíces y Tubérculos;260.0;7105.0;27.97;4;0;1;0;1585
Fresa;Frutales;2.0;40.0;40.0;1;0;2;1;223
Mora;Frutales;2.0;4.0;4.0;1;0;2;1;339
Uchuva;Frutales;4.0;8.0;4.0;1;0;2;1;192
Cebolla De Bulbo;Hortalizas;25.0;500.0;20.0;2;0;0;0;541
Tomate;Hortalizas;45.0;3600.0;80.0;2;0;0;0;850
Papa;Raíces y Tubérculos;100.0;1933.0;19.33;4;0;0;0;1585
Papa;Raíces y Tubérculos;5.0;75.0;15.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;15.0;300.0;20.0;2;0;1;0;541
Tomate;Hortalizas;60.0;4800.0;80.0;2;0;1;0;850
Papa;Raíces y Tubérculos;100.0;2000.0;20.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;10.0;200.0;20.0;4;0;1;0;1585
Aguacate;Frutales;77.5;517.5;9.0;1;0;2;1;456
Banano;Frutales;59.0;378.0;7.0;1;0;2;1;134
Guanábana;Frutales;17.0;105.0;7.0;1;0;2;1;114
Limón;Frutales;1.79;5.51;6.97;1;0;2;1;295
Limón;Frutales;6.81;40.69;7.0;1;0;2;1;295
Lulo;Frutales;3.0;10.0;5.0;1;0;2;1;223
Mandarina;Frutales;1.8;5.63;7.04;1;0;2;1;203
Mandarina;Frutales;6.66;25.59;6.99;1;0;2;1;203
Mora;Frutales;316.0;2772.0;9.0;1;0;2;1;339
Naranja;Frutales;1.64;4.48;7.0;1;0;2;1;292
Naranja;Frutales;12.66;67.65;7.0;1;0;2;1;292
Plátano;Frutales;40.0;231.0;7.0;1;0;2;1;392
Tangelo;Frutales;0.14;0.96;6.86;1;0;2;1;32
Tomate de árbol;Frutales;36.5;256.5;9.0;1;0;2;1;324
Otros frutales;Frutales;5.0;0.0;0.0;1;0;2;1;8
Cebolla De Bulbo;Hortalizas;90.0;1261.5;14.5;2;0;0;0;541
Pepino Cohombro;Hortalizas;40.0;513.0;13.5;2;0;0;0;76
Tomate;Hortalizas;80.0;1193.5;15.5;2;0;0;0;850
Tomate;Hortalizas;11.0;990.0;90.0;2;0;0;0;850
Habichuela;Leguminosas;170.0;1237.5;7.5;3;0;0;0;284
Arracacha;Raíces y Tubérculos;15.0;161.0;11.5;4;0;0;0;326
Cebolla De Bulbo;Hortalizas;50.0;720.0;15.0;2;0;1;0;541
Pepino Cohombro;Hortalizas;30.0;392.0;14.0;2;0;1;0;76
Tomate;Hortalizas;70.0;1564.0;23.0;2;0;1;0;850
Tomate;Hortalizas;11.0;880.0;80.0;2;0;1;0;850
Habichuela;Leguminosas;110.0;840.0;8.0;3;0;1;0;284
Arracacha;Raíces y Tubérculos;6.0;55.0;11.0;4;0;1;0;326
Aguacate;Frutales;12.0;108.0;9.0;1;0;2;1;456
Granadilla;Frutales;17.0;28.0;7.0;1;0;2;1;131
Plátano;Frutales;10.0;50.0;5.0;1;0;2;1;392
Tomate de árbol;Frutales;2.0;0.0;0.0;1;0;2;1;324
Tomate;Hortalizas;19.0;950.0;50.0;2;0;0;0;850
Arracacha;Raíces y Tubérculos;9.0;80.0;10.0;4;0;0;0;326
Yuca;Raíces y Tubérculos;6.0;75.0;15.0;4;0;0;0;602
Tomate;Hortalizas;15.0;900.0;60.0;2;0;1;0;850
Papa;Raíces y Tubérculos;2.0;20.0;10.0;4;0;1;0;1585
Curuba;Frutales;1.0;15.0;15.0;1;0;2;1;90
Fresa;Frutales;12.5;562.5;45.0;1;0;2;1;223
Lulo;Frutales;1.0;15.0;15.0;1;0;2;1;223
Mora;Frutales;1.5;15.0;10.0;1;0;2;1;339
Tomate de árbol;Frutales;0.2;4.0;20.0;1;0;2;1;324
Lechuga;Hortalizas;1.0;10.0;10.0;2;0;0;0;197
Zanahoria;Hortalizas;1.0;35.0;35.0;2;0;0;0;394
Otras hortalizas;Hortalizas;1.5;12.0;8.0;2;0;0;0;288
Papa;Raíces y Tubérculos;5.0;100.0;20.0;4;0;0;0;1585
Lechuga;Hortalizas;1.0;25.0;25.0;2;0;1;0;197
Otras hortalizas;Hortalizas;2.5;20.0;8.0;2;0;1;0;288
Papa;Raíces y Tubérculos;5.0;100.0;20.0;4;0;1;0;1585
Aguacate;Frutales;12.5;0.0;0.0;1;0;2;1;456
Granadilla;Frutales;10.0;108.0;12.0;1;0;2;1;131
Gulupa o cholupa;Frutales;18.0;360.0;20.0;1;0;2;1;133
Mora;Frutales;26.0;52.0;2.0;1;0;2;1;339
Uchuva;Frutales;12.0;48.0;4.0;1;0;2;1;192
Otras hortalizas;Hortalizas;4.0;28.0;8.0;2;0;0;0;288
Papa;Raíces y Tubérculos;5.0;72.0;18.0;4;0;0;0;1585
Otras hortalizas;Hortalizas;14.0;104.0;8.0;2;0;1;0;288
Papa;Raíces y Tubérculos;13.0;180.0;18.0;4;0;1;0;1585
Aguacate;Frutales;52.2;30.0;8.57;1;0;2;1;456
Arándano;Frutales;2.5;21.0;14.0;1;0;2;1;122
Gulupa o cholupa;Frutales;20.5;187.5;15.0;1;0;2;1;133
Tomate de árbol;Frutales;15.1;56.1;11.0;1;0;2;1;324
Uchuva;Frutales;6.38;76.56;12.0;1;0;2;1;192
Papa;Raíces y Tubérculos;5.0;110.0;22.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;8.0;120.0;20.0;4;0;1;0;1585
Yuca;Raíces y Tubérculos;5.0;40.6;10.0;4;0;1;0;602
Limón;Frutales;19.0;165.0;11.0;1;0;2;1;295
Mango;Frutales;57.5;577.5;11.0;1;0;2;1;134
